id,name,description_sale
scenario.product_141788,"PD2 S 180 AP Master 1C STA/W","Rilevatore di presenza 1 canale, design Standard, bianco"
scenario.product_141826,"PD2 S 180 UP Master 1C SOL/W","Rilevatore di presenza 1 canale, design Solfà, bianco"
scenario.product_141827,"PD2 S 180 UP Master 1C SID/W","Rilevatore di presenza 1 canale, design Sidus, bianco"
scenario.product_141865,"PD2 S 180 C Master 1C KAL/W","Rilevatore di presenza 1 canale, design Kallysto, bianco"
scenario.product_141866,"PD2 S 180 C Master 1C SOL/WG","Rilevatore di presenza 1 canale, design Solfà, bianco-lucido"
scenario.product_142586,"CS S PD11/HG","Coperchio colorato, grigio chiaro"
scenario.product_142587,"CS S PD11/DG","Coperchio colorato, grigio scuro"
scenario.product_142875,"IL2-R28-3-B","Lampada intelligente LED con rilevatore di presenza"
scenario.product_142876,"IL2-R28-3-BS","Lampada intelligente LED con rilevatore di presenza e luce di emergenza"
scenario.product_142543,"Demo-IL1-R35M","Prodotto a noleggio lampada LED con rilevatore di movimento"
scenario.product_151078,"PD2 S 180 UP KNX EDI/S","Rilevatore di presenza KNX, design EDIZIOdue, nero"
scenario.product_151094,"PD2 S 180 UP KNX EDI/DG","Rilevatore di presenza KNX, design EDIZIOdue, grigio scuro"
scenario.product_151110,"PD2 S 180 UP KNX EDI/HG","Rilevatore di presenza KNX, design EDIZIOdue, grigio chiaro"
scenario.product_151142,"PD2 S 180 UP KNX EDI/BE","Rilevatore di presenza KNX, design EDIZIOdue, beige"
scenario.product_151157,"PD2 S 180 UP KNX KAL/B","Rilevatore di presenza KNX, design Kallysto, marrone"
scenario.product_151173,"PD2 S 180 UP KNX KAL/BE","Rilevatore di presenza KNX, design Kallysto, beige"
scenario.product_151205,"PD2 S 180 UP KNX KAL/DG","Rilevatore di presenza KNX, design Kallysto, grigio scuro"
scenario.product_141594,"SK-PD9 S Slave","Testa di sensore"
scenario.product_142597,"SK-PD9 S DALI-DSI","Testa di sensore"
scenario.product_142598,"LT-PD9 S DALI-DSI","Dispositivo di potenza"
scenario.product_151734,"PD11 S 360 Slave/BE","Detettore di presenza Slave, beige"
scenario.product_151735,"PD11 S 360 Slave/B","Detettore di presenza Slave, marrone"
scenario.product_142527,"IL1-R35M","Lampada LED con rilevatore di movimento"
scenario.product_142529,"IL1-R35PH","Lampada LED con rilevatore di presenza HA"
scenario.product_142592,"IL1-R35-3-S","Lampada LED con luce di emergenza integrata"
scenario.product_142197,"PD2 S 180 C 12-48V SID/AL","Rilevatore di presenza 12V-24V-48V, design Sidus, alluminio"
scenario.product_151301,"PD2 S 180 UP 12-48V STA/S","Rilevatore di presenza 12V-24V-48V, design Standard, nero"
scenario.product_151237,"PD2 S 180 UP 12-48V SID/WG","Rilevatore di presenza 12V-24V-48V, design Sidus, bianco-lucido"
scenario.product_142213,"PD2 S 180 C 12-48V SID/WG","Rilevatore di presenza 12V-24V-48V, design Sidus, bianco-lucido"
scenario.product_151074,"PD2 S 180 AP 12-48V EDI/S","Rilevatore di presenza 12V-24V-48V, design EDIZIOdue, nero"
scenario.product_151083,"PD2 S 180 UP 12-48V EDI/S","Rilevatore di presenza 12V-24V-48V, design EDIZIOdue, nero"
scenario.product_151170,"PD2 S 180 AP 12-48V KAL/BE","Rilevatore di presenza 12V-24V-48V, design Kallysto, beige"
scenario.product_151202,"PD2 S 180 AP 12-48V KAL/DG","Rilevatore di presenza 12V-24V-48V, design Kallysto, grigio scuro"
scenario.product_151218,"PD2 S 180 AP 12-48V KAL/HG","Rilevatore di presenza 12V-24V-48V, design Kallysto, grigio chiaro"
scenario.product_151282,"PD2 S 180 AP 12-48V SOL/WG","Rilevatore di presenza 12V-24V-48V, design Solfà, bianco-lucido"
scenario.product_142593,"IL1-R35MS","Lampada LED con rilevatore di movimento e luce di emergenza"
scenario.product_142594,"IL1-R35-3-PAS","Lampada LED con rilevatore di presenza e luce di emergenza"
scenario.product_142603,"PD2 S 360 NMU GST","Rilevatore di presenza 16V-24V-48V 2x 0-10V, senza coperchio colorato"
scenario.product_142605,"PD2 S 360 UP GST/HG","Rilevatore di presenza 16V-24V-48V 2x 0-10V, grigio chiaro"
scenario.product_142606,"PD2 S 360 UP GST/DG","Rilevatore di presenza 16V-24V-48V 2x 0-10V, grigio scuro"
scenario.product_142607,"PD2 S 360 UP GST/SI","Rilevatore di presenza 16V-24V-48V 2x 0-10V, argento"
scenario.product_142600,"AKL DS PD2 S 360","Morsetto elettrico digitalSTROM"
scenario.product_142601,"AKL DS RC-plus next","Morsetto elettrico digitalSTROM"
scenario.product_142609,"PD2 S 360 UP GST/B","Rilevatore di presenza 16V-24V-48V 2x 0-10V, marrone"
scenario.product_151471,"PD2 S 360 DE GST/BE","Rilevatore di presenza 16V-24V-48V 2x 0-10V, beige"
scenario.product_151479,"PD2 S 360 DE GST/SI","Rilevatore di presenza 16V-24V-48V 2x 0-10V, argento"
scenario.product_151503,"PD2 S 360 DE GST/HG","Rilevatore di presenza 16V-24V-48V 2x 0-10V, grigio chiaro"
scenario.product_142515,"PD2 S 360 DE GST/W","Rilevatore di presenza 16V-24V-48V 2x 0-10V, bianco"
scenario.product_151724,"PD11 S 360 Master 1C/S","Detettore di presenza 1 canale, nero"
scenario.product_151725,"PD11 S 360 Master 1C/HG","Detettore di presenza 1 canale, grigio chiaro"
scenario.product_151726,"PD11 S 360 Master 1C/DG","Detettore di presenza KNX, grigio scuro"
scenario.product_151727,"PD11 S 360 Master 1C/SI","Detettore di presenza 1 canale, argento"
scenario.product_151728,"PD11 S 360 Master 1C/BE","Detettore di presenza 1 canale, beige"
scenario.product_142610,"CS S UP GST/S","Coperchio colorato, nero"
scenario.product_142611,"CS S UP GST/HG","Coperchio colorato, grigio chiaro"
scenario.product_142612,"CS S UP GST/DG","Coperchio colorato, grigio scuro"
scenario.product_142622,"CS S UP GST/W","Coperchio colorato, bianco"
scenario.product_142623,"CS S DE GST/W","Coperchio colorato, bianco"
scenario.product_141801,"PD2 S 180 AP 12-48V SOL/W","Rilevatore di presenza 12V-24V-48V, design Solfà, bianco"
scenario.product_141803,"PD2 S 180 AP 12-48V STA/W","Rilevatore di presenza 12V-24V-48V, design Standard, bianco"
scenario.product_141839,"PD2 S 180 UP 12-48V EDI/W","Rilevatore di presenza 12V-24V-48V, design EDIZIOdue, bianco"
scenario.product_141840,"PD2 S 180 UP 12-48V KAL/W","Rilevatore di presenza 12V-24V-48V, design Kallysto, bianco"
scenario.product_141841,"PD2 S 180 UP 12-48V SOL/W","Rilevatore di presenza 12V-24V-48V, design Solfà, bianco"
scenario.product_141842,"PD2 S 180 UP 12-48V SID/W","Rilevatore di presenza 12V-24V-48V, design Sidus, bianco"
scenario.product_141800,"PD2 S 180 AP 12-48V KAL/W","Rilevatore di presenza 12V-24V-48V, design Kallysto, bianco"
scenario.product_141882,"PD2 S 180 C 12-48V SID/W","Rilevatore di presenza 12V-24V-48V, design Sidus, bianco"
scenario.product_141883,"PD2 S 180 C 12-48V STA/W","Rilevatore di presenza 12V-24V-48V, design Standard, bianco"
scenario.product_141919,"PD2 S 180 CM 12-48V EDI/W","Rilevatore di presenza 12V-24V-48V, design EDIZIOdue, bianco"
scenario.product_141920,"PD2 S 180 CM 12-48V KAL/W","Rilevatore di presenza 12V-24V-48V, design Kallysto, bianco"
scenario.product_141922,"PD2 S 180 CM 12-48V SID/W","Rilevatore di presenza 12V-24V-48V, design Sidus, bianco"
scenario.product_151155,"PD2 S 180 AP KNX KAL/B","Rilevatore di presenza KNX, design Kallysto, marrone"
scenario.product_151187,"PD2 S 180 AP KNX KAL/S","Rilevatore di presenza KNX, design Kallysto, nero"
scenario.product_151203,"PD2 S 180 AP KNX KAL/DG","Rilevatore di presenza KNX, design Kallysto, grigio scuro"
scenario.product_151235,"PD2 S 180 AP KNX SID/WG","Rilevatore di presenza KNX, design Sidus, bianco-lucido"
scenario.product_151267,"PD2 S 180 AP KNX SID/AL","Rilevatore di presenza KNX, design Sidus, alluminio"
scenario.product_151292,"PD2 S 180 AP KNX STA/S","Rilevatore di presenza KNX, design Standard, nero"
scenario.product_141808,"PD2 S 180 AP KNX STA/W","Rilevatore di presenza KNX, design Standard, bianco"
scenario.product_151075,"PD2 S 180 AP KNX EDI/S","Rilevatore di presenza KNX, design EDIZIOdue, nero"
scenario.product_151107,"PD2 S 180 AP KNX EDI/HG","Rilevatore di presenza KNX, design EDIZIOdue, grigio chiaro"
scenario.product_151123,"PD2 S 180 AP KNX EDI/B","Rilevatore di presenza KNX, design EDIZIOdue, marrone"
scenario.product_151139,"PD2 S 180 AP KNX EDI/BE","Rilevatore di presenza KNX, design EDIZIOdue, beige"
scenario.product_142407,"IS C Dimm EDI/B","Interruttore della luce intelligente, Dimm , EDIZIOdue, marrone"
scenario.product_142742,"IL1-L120-4-MS","Lampada LED con rilevatore di movimento e luce di emergenza"
scenario.product_142632,"IL1-R35-3-S","Lampada LED con luce di emergenza"
scenario.product_142744,"IL1-L120-3-B","Lampada intelligente LED con rilevatore di presenza"
scenario.product_142745,"IL1-L120-3-AS","Lampada intelligente LED con luce di emergenza"
scenario.product_142652,"IL1-RU35-4-S","Lampada LED con luce di emergenza"
scenario.product_142653,"IL1-RU35-4-MS","Lampada LED con rilevatore di movimento e luce di emergenza"
scenario.product_142655,"IL1-RU35-3-B","Lampada intelligente LED con rilevatore di presenza"
scenario.product_142656,"IL1-RU35-3-AS","Lampada intelligente LED con luce di emergenza"
scenario.product_142657,"IL1-RU35-3-BS","Lampada intelligente LED con rilevatore di presenza e luce di emergenza"
scenario.product_142658,"IL1-RU35-4-A","Lampada intelligente LED"
scenario.product_142660,"IL1-RU35-4-AS","Lampada intelligente LED con luce di emergenza"
scenario.product_142661,"IL1-RU35-4-BS","Lampada intelligente LED con rilevatore di presenza e luce di emergenza"
scenario.product_142646,"IL1-RU35-3","Lampada LED"
scenario.product_142647,"IL1-RU35-3-M","Lampada LED con rilevatore di movimento"
scenario.product_142648,"IL1-RU35-3-S","Lampada LED con luce di emergenza"
scenario.product_142650,"IL1-RU35-4","Lampada LED"
scenario.product_142667,"IL1-RE35-4-M","Lampada LED con rilevatore di movimento"
scenario.product_142668,"IL1-RE35-4-S","Lampada LED con luce di emergenza"
scenario.product_142671,"IL1-RE35-3-B","Lampada intelligente LED con rilevatore di presenza"
scenario.product_142672,"IL1-RE35-3-AS","Lampada intelligente LED con luce di emergenza"
scenario.product_142673,"IL1-RE35-3-BS","Lampada intelligente LED con rilevatore di presenza e luce di emergenza"
scenario.product_142678,"IL1-RP35-3","Lampada LED"
scenario.product_142679,"IL1-RP35-3-M","Lampada LED con rilevatore di movimento"
scenario.product_142680,"IL1-RP35-3-S","Lampada LED con luce di emergenza"
scenario.product_142681,"IL1-RP35-3-MS","Lampada LED con rilevatore di movimento e luce di emergenza"
scenario.product_142683,"IL1-RP35-4-M","Lampada LED con rilevatore di movimento"
scenario.product_142686,"IL1-RP35-3-A","Lampada intelligente LED"
scenario.product_142687,"IL1-RP35-3-B","Lampada intelligente LED con rilevatore di presenza"
scenario.product_142689,"IL1-RP35-3-BS","Lampada intelligente LED con rilevatore di presenza e luce di emergenza"
scenario.product_142691,"IL1-RP35-4-B","Lampada intelligente LED con rilevatore di presenza"
scenario.product_142692,"IL1-RP35-4-AS","Lampada intelligente LED con luce di emergenza"
scenario.product_142693,"IL1-RP35-4-BS","Lampada intelligente LED con rilevatore di presenza e luce di emergenza"
scenario.product_142694,"LP-IL1-R35-3","LED-Print 3K"
scenario.product_142696,"LP-IL1-R35-3-S","LED-Print 3K con luce di emergenza"
scenario.product_142697,"LP-IL1-R35-3-MS","LED-Print 3K con rilevatore di movimento e luce di emergenza"
scenario.product_142747,"IL1-L120-4-A","Lampada intelligente LED"
scenario.product_142748,"IL1-L120-4-B","Lampada intelligente LED con rilevatore di presenza"
scenario.product_142749,"IL1-L120-4-AS","Lampada intelligente LED con luce di emergenza"
scenario.product_141651,"PD2 S MAX DE DUO-DALI/W","Rilevatore di presenza Dimm 2x DALI-DSI, bianco"
scenario.product_142009,"PD2 S 360 NMU 12-48V","Rilevatore di presenza 12-48V, senza coperchio colorato"
scenario.product_142047,"PD2 S MAX NMU DUO-DALI","Rilevatore di presenza Dimm 2x DALI-DSI, senza coperchio colorato"
scenario.product_142046,"PD2 S 360 NME DALI-DSI","Rilevatore di presenza Dimm DALI-DSI, senza coperchio colorato"
scenario.product_141068,"PD2 S MAX NME DUO-DALI","Rilevatore di presenza Dimm 2x DALI-DSI, senza coperchio colorato"
scenario.product_141994,"CS S MAX/W","Coperchio colorato per rilevatori 360° UP, bianco"
scenario.product_141631,"CS S MAX/S","Coperchio colorato per rilevatori 360° UP, nero"
scenario.product_141633,"CS S MAX/HG","Coperchio colorato per rilevatori 360° UP, grigio chiaro"
scenario.product_141997,"CS S MAX/SI","Coperchio colorato per rilevatori 360° UP, argento"
scenario.product_142709,"LP-IL1-R35-4-BS","LED-Print 4K con IL-Control, rilevatore di movimento e luce di emergenza"
scenario.product_142711,"GL-IL1-R35","Vetro acrilico 350mm senza foro"
scenario.product_142712,"EBG-IL1-R35","Alloggiamento calcestruzzo"
scenario.product_142714,"EBG-IL1-RE35","Alloggiamento calcestruzzo"
scenario.product_142715,"EBG-IL1-RU35","Alloggiamento calcestruzzo"
scenario.product_142716,"MP-IL1-RP35","Accessori per montaggio a sospensione"
scenario.product_142728,"IL1-R35N-3-BS","Lampada intelligente LED con rilevatore di presenza e luce di emergenza"
scenario.product_142729,"IL1-R35N-4-A","Lampada intelligente LED"
scenario.product_142731,"IL1-R35N-4-AS","Lampada intelligente LED con luce di emergenza"
scenario.product_142732,"IL1-R35N-4-BS","Lampada intelligente LED con rilevatore di presenza e luce di emergenza"
scenario.product_142734,"GL-IL1-R35N","Vetro acrilico 350mm senza foro"
scenario.product_142717,"IL1-R35N-3","Lampada LED"
scenario.product_142718,"IL1-R35N-3-M","Lampada LED con rilevatore di movimento"
scenario.product_142719,"IL1-R35N-3-S","Lampada LED con luce di emergenza"
scenario.product_142720,"IL1-R35N-3-MS","Lampada LED con rilevatore di movimento e luce di emergenza"
scenario.product_142721,"IL1-R35N-4","Lampada LED"
scenario.product_142722,"IL1-R35N-4-M","Lampada LED con rilevatore di movimento"
scenario.product_142723,"IL1-R35N-4-S","Lampada LED con luce di emergenza"
scenario.product_142725,"IL1-R35N-3-A","Lampada intelligente LED"
scenario.product_142726,"IL1-R35N-3-B","Lampada intelligente LED con rilevatore di presenza"
scenario.product_142727,"IL1-R35N-3-AS","Lampada intelligente LED con luce di emergenza"
scenario.product_142737,"IL1-L120-3-S","Lampada LED con luce di emergenza"
scenario.product_142738,"IL1-L120-3-MS","Lampada LED con rilevatore di movimento e luce di emergenza"
scenario.product_142739,"IL1-L120-4","Lampada LED"
scenario.product_142741,"IL1-L120-4-S","Lampada LED con luce di emergenza"
scenario.product_142746,"IL1-L120-3-BS","Lampada intelligente LED con rilevatore di presenza e luce di emergenza"
scenario.product_142821,"LP-IL1-L120-4-S","LED-Print 4K con luce di emergenza"
scenario.product_142822,"LP-IL1-L120-4-MS","LED-Print 4K con rilevatore di movimento e luce di emergenza"
scenario.product_142823,"LP-IL1-L120-3-A","LED-Print 3K con IL-Control"
scenario.product_142825,"LP-IL1-L120-3-AS","LED-Print 3K con IL-Control e luce di emergenza"
scenario.product_142826,"LP-IL1-L120-3-BS","LED-Print 3K con IL-Control, rilevatore di movimento e luce di emergenza"
scenario.product_142827,"LP-IL1-L120-4-A","LED-Print 4K con IL-Control"
scenario.product_142828,"LP-IL1-L120-4-B","LED-Print 4K con IL-Control e rilevatore di movimento"
scenario.product_142829,"LP-IL1-L120-4-AS","LED-Print 4K con IL-Control e luce di emergenza"
scenario.product_142830,"LP-IL1-L120-4-BS","LED-Print 4K con IL-Control, rilevatore di movimento e luce di emergenza"
scenario.product_142831,"GL-IL1-L120-X","Vetro acrilico 350mm con foro"
scenario.product_142832,"GL-IL1-L120","Vetro acrilico 350mm senza foro"
scenario.product_142835,"EBG-IL1-L120","Alloggiamento calcestruzzo"
scenario.product_142838,"EBG-IL1-LU120","Alloggiamento calcestruzzo"
scenario.product_142839,"MP-IL1-LP120","Accessori per montaggio a sospensione"
scenario.product_142750,"IL1-L120-4-BS","Lampada intelligente LED con rilevatore di presenza e luce di emergenza"
scenario.product_142815,"LP-IL1-L120-3","LED-Print 3K"
scenario.product_142816,"LP-IL1-L120-3-M","LED-Print 3K con rilevatore di movimento"
scenario.product_142817,"LP-IL1-L120-3-S","LED-Print 3K con luce di emergenza"
scenario.product_142818,"LP-IL1-L120-3-MS","LED-Print 3K con rilevatore di movimento e luce di emergenza"
scenario.product_142819,"LP-IL1-L120-4","LED-Print 4K"
scenario.product_142820,"LP-IL1-L120-4-M","LED-Print 4K con rilevatore di movimento"
scenario.product_142751,"IL1-L120N-3","Lampada LED"
scenario.product_142752,"IL1-L120N-3-M","Lampada LED con rilevatore di movimento"
scenario.product_142753,"IL1-L120N-3-S","Lampada LED con luce di emergenza"
scenario.product_142754,"IL1-L120N-3-MS","Lampada LED con rilevatore di movimento e luce di emergenza"
scenario.product_142757,"IL1-L120N-4-S","Lampada LED con luce di emergenza"
scenario.product_142758,"IL1-L120N-4-MS","Lampada LED con rilevatore di movimento e luce di emergenza"
scenario.product_142759,"IL1-L120N-3-A","Lampada intelligente LED"
scenario.product_142760,"IL1-L120N-3-B","Lampada intelligente LED con rilevatore di presenza"
scenario.product_142761,"IL1-L120N-3-AS","Lampada intelligente LED con luce di emergenza"
scenario.product_142762,"IL1-L120N-3-BS","Lampada intelligente LED con rilevatore di presenza e luce di emergenza"
scenario.product_142763,"IL1-L120N-4-A","Lampada intelligente LED"
scenario.product_142777,"IL1-LU120-3-AS","Lampada intelligente LED con luce di emergenza"
