id,qty_multiple,name,product_uom.id,company_id:id,warehouse_id:id,location_id:id,product_id:id,product_min_qty,product_max_qty
scenario.orderpoint_141659,1,OP/00101,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141659,0,0
scenario.orderpoint_141663,60,OP/00103,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141663,0,0
scenario.orderpoint_141680,30,OP/00104,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141680,0,0
scenario.orderpoint_141681,30,OP/00105,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141681,0,0
scenario.orderpoint_141682,30,OP/00106,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141682,0,0
scenario.orderpoint_141683,30,OP/00107,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141683,0,0
scenario.orderpoint_141684,30,OP/00108,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141684,0,0
scenario.orderpoint_141685,30,OP/00109,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141685,0,0
scenario.orderpoint_141686,30,OP/00110,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141686,0,0
scenario.orderpoint_141687,30,OP/00111,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141687,0,0
scenario.orderpoint_141688,30,OP/00112,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141688,0,0
scenario.orderpoint_141689,30,OP/00113,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141689,0,0
scenario.orderpoint_141690,100,OP/00114,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141690,0,0
scenario.orderpoint_141691,100,OP/00115,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141691,0,0
scenario.orderpoint_141692,100,OP/00116,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141692,0,0
scenario.orderpoint_141693,1,OP/00117,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141693,0,0
scenario.orderpoint_142082,1,OP/00227,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_142082,0,0
scenario.orderpoint_141990,1,OP/00194,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141990,0,0
scenario.orderpoint_141724,60,OP/00132,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141724,0,0
scenario.orderpoint_141725,60,OP/00133,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141725,0,0
scenario.orderpoint_141726,60,OP/00134,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141726,0,0
scenario.orderpoint_141727,1,OP/00135,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141727,0,0
scenario.orderpoint_141728,60,OP/00136,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141728,0,0
scenario.orderpoint_141737,50,OP/00143,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141737,0,0
scenario.orderpoint_141738,10,OP/00144,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141738,0,0
scenario.orderpoint_141739,10,OP/00144,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141739,0,0
scenario.orderpoint_141740,10,OP/00145,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141740,0,0
scenario.orderpoint_141741,1,OP/00146,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141741,0,0
scenario.orderpoint_141742,1,OP/00147,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141742,0,0
scenario.orderpoint_141744,8,OP/00148,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141744,0,0
scenario.orderpoint_141753,8,OP/00156,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141753,0,0
scenario.orderpoint_141754,8,OP/00157,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141754,0,0
scenario.orderpoint_141755,8,OP/00158,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141755,0,0
scenario.orderpoint_141756,8,OP/00159,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141756,0,0
scenario.orderpoint_141758,8,OP/00161,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141758,0,0
scenario.orderpoint_141757,1,OP/00160,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141757,0,0
scenario.orderpoint_141759,8,OP/00162,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141759,0,0
scenario.orderpoint_141760,8,OP/00163,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141760,0,0
scenario.orderpoint_141762,8,OP/00164,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141762,0,0
scenario.orderpoint_141763,8,OP/00165,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141763,0,0
scenario.orderpoint_141764,100,OP/00166,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141764,0,0
scenario.orderpoint_141765,100,OP/00167,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141765,0,0
scenario.orderpoint_141766,100,OP/00168,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141766,0,0
scenario.orderpoint_141767,100,OP/00169,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141767,0,0
scenario.orderpoint_141768,100,OP/00170,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141768,0,0
scenario.orderpoint_141769,100,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141769,0,0
scenario.orderpoint_141770,1,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141770,0,0
scenario.orderpoint_141771,1,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141771,0,0
scenario.orderpoint_141772,1,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141772,0,0
scenario.orderpoint_141773,1,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141773,0,0
scenario.orderpoint_141774,1,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141774,0,0
scenario.orderpoint_141775,1,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141775,0,0
scenario.orderpoint_141776,1,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141776,0,0
scenario.orderpoint_141777,1,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141777,0,0
scenario.orderpoint_141778,1,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141778,0,0
scenario.orderpoint_141779,1,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141779,0,0
scenario.orderpoint_141780,1,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141780,0,0
scenario.orderpoint_141781,1,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141781,0,0
scenario.orderpoint_141782,1,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141782,0,0
scenario.orderpoint_141783,1,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141783,0,0
scenario.orderpoint_141784,1,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141784,0,0
scenario.orderpoint_141785,1,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141785,0,0
scenario.orderpoint_141786,1,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141786,0,0
scenario.orderpoint_141787,1,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141787,0,0
scenario.orderpoint_141788,1,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141788,0,0
scenario.orderpoint_141789,1,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141789,0,0
scenario.orderpoint_141790,1,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141790,0,0
scenario.orderpoint_141791,1,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141791,0,0
scenario.orderpoint_141792,1,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141792,0,0
scenario.orderpoint_141793,1,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141793,0,0
scenario.orderpoint_141794,1,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141794,0,0
scenario.orderpoint_141795,1,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141795,0,0
scenario.orderpoint_141796,1,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141796,0,0
scenario.orderpoint_141797,1,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141797,0,0
scenario.orderpoint_141798,1,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141798,0,0
scenario.orderpoint_141799,1,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141799,0,0
scenario.orderpoint_141800,1,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141800,0,0
scenario.orderpoint_141801,1,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141801,0,0
scenario.orderpoint_141802,1,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141802,0,0
scenario.orderpoint_141803,1,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141803,0,0
scenario.orderpoint_141804,1,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141804,0,0
scenario.orderpoint_141805,1,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141805,0,0
scenario.orderpoint_141806,1,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141806,0,0
scenario.orderpoint_141807,1,OP/00171,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141807,0,0
scenario.orderpoint_141809,60,OP/00172,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141809,0,0
scenario.orderpoint_141810,1,OP/00172,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141810,0,0
scenario.orderpoint_141811,1,OP/00172,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141811,0,0
scenario.orderpoint_141812,1,OP/00172,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141812,0,0
scenario.orderpoint_141813,1,OP/00172,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141813,0,0
scenario.orderpoint_141814,60,OP/00173,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141814,0,0
scenario.orderpoint_141842,1,OP/00178,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141842,0,0
scenario.orderpoint_141850,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141850,0,0
scenario.orderpoint_141851,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141851,0,0
scenario.orderpoint_141852,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141852,0,0
scenario.orderpoint_141853,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141853,0,0
scenario.orderpoint_141854,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141854,0,0
scenario.orderpoint_141855,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141855,0,0
scenario.orderpoint_141843,1,OP/00178,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141843,0,0
scenario.orderpoint_141862,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141862,0,0
scenario.orderpoint_141863,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141863,0,0
scenario.orderpoint_141864,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141864,0,0
scenario.orderpoint_141866,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141866,0,0
scenario.orderpoint_141867,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141867,0,0
scenario.orderpoint_141868,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141868,0,0
scenario.orderpoint_141844,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141844,0,0
scenario.orderpoint_141869,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141869,0,0
scenario.orderpoint_141870,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141870,0,0
scenario.orderpoint_141871,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141871,0,0
scenario.orderpoint_141872,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141872,0,0
scenario.orderpoint_141873,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141873,0,0
scenario.orderpoint_141874,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141874,0,0
scenario.orderpoint_141845,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141845,0,0
scenario.orderpoint_141875,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141875,0,0
scenario.orderpoint_141876,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141876,0,0
scenario.orderpoint_141877,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141877,0,0
scenario.orderpoint_141878,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141878,0,0
scenario.orderpoint_141879,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141879,0,0
scenario.orderpoint_141880,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141880,0,0
scenario.orderpoint_141847,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141847,0,0
scenario.orderpoint_141848,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141848,0,0
scenario.orderpoint_141849,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141849,0,0
scenario.orderpoint_141881,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141881,0,0
scenario.orderpoint_141882,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141882,0,0
scenario.orderpoint_141883,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141883,0,0
scenario.orderpoint_141909,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141909,0,0
scenario.orderpoint_141910,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141910,0,0
scenario.orderpoint_141912,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141912,0,0
scenario.orderpoint_141913,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141913,0,0
scenario.orderpoint_141914,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141914,0,0
scenario.orderpoint_141915,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141915,0,0
scenario.orderpoint_141917,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141917,0,0
scenario.orderpoint_141918,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141918,0,0
scenario.orderpoint_141919,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141919,0,0
scenario.orderpoint_141920,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141920,0,0
scenario.orderpoint_141922,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141922,0,0
scenario.orderpoint_141923,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141923,0,0
scenario.orderpoint_141924,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141924,0,0
scenario.orderpoint_141925,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141925,0,0
scenario.orderpoint_141927,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141927,0,0
scenario.orderpoint_141928,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141928,0,0
scenario.orderpoint_141929,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141929,0,0
scenario.orderpoint_141961,60,OP/00180,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141961,0,0
scenario.orderpoint_141962,1,OP/00180,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141962,0,0
scenario.orderpoint_141963,1,OP/00180,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141963,0,0
scenario.orderpoint_141964,1,OP/00181,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141964,0,0
scenario.orderpoint_141965,1,OP/00181,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141965,0,0
scenario.orderpoint_141966,1,OP/00181,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141966,0,0
scenario.orderpoint_100000,1,OP/00000,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_100000,0,0
scenario.orderpoint_141902,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141902,0,0
scenario.orderpoint_141967,1,OP/00181,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141967,0,0
scenario.orderpoint_141968,1,OP/00181,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141968,0,0
scenario.orderpoint_141969,60,OP/00182,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141969,0,0
scenario.orderpoint_141970,1,OP/00182,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141970,0,0
scenario.orderpoint_141971,1,OP/00182,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141971,0,0
scenario.orderpoint_141972,1,OP/00182,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141972,0,0
scenario.orderpoint_141988,1,OP/00192,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141988,0,0
scenario.orderpoint_141903,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141903,0,0
scenario.orderpoint_141973,1,OP/00182,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141973,0,0
scenario.orderpoint_141974,1,OP/00182,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141974,0,0
scenario.orderpoint_141975,1,OP/00182,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141975,0,0
scenario.orderpoint_141976,1,OP/00182,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141976,0,0
scenario.orderpoint_141977,1,OP/00183,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141977,0,0
scenario.orderpoint_141904,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141904,0,0
scenario.orderpoint_141978,10,OP/00184,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141978,0,0
scenario.orderpoint_141979,10,OP/00185,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141979,0,0
scenario.orderpoint_141905,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141905,0,0
scenario.orderpoint_141980,100,OP/00186,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141980,0,0
scenario.orderpoint_141981,1,OP/00187,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141981,0,0
scenario.orderpoint_141982,1,OP/00188,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141982,0,0
scenario.orderpoint_141983,1,OP/00189,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141983,0,0
scenario.orderpoint_141994,1,OP/00195,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141994,0,0
scenario.orderpoint_141995,1,OP/00196,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141995,0,0
scenario.orderpoint_141996,1,OP/00197,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141996,0,0
scenario.orderpoint_141997,1,OP/00198,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141997,0,0
scenario.orderpoint_141998,1,OP/00199,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141998,0,0
scenario.orderpoint_141999,1,OP/00200,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141999,0,0
scenario.orderpoint_142000,1,OP/00201,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_142000,0,0
scenario.orderpoint_142001,1,OP/00202,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_142001,0,0
scenario.orderpoint_141907,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141907,0,0
scenario.orderpoint_142007,1,OP/00204,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_142007,0,0
scenario.orderpoint_142006,1,OP/00203,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_142006,0,0
scenario.orderpoint_142008,1,OP/00205,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_142008,0,0
scenario.orderpoint_141908,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141908,0,0
scenario.orderpoint_141944,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141944,0,0
scenario.orderpoint_141945,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141945,0,0
scenario.orderpoint_141946,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141946,0,0
scenario.orderpoint_141948,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141948,0,0
scenario.orderpoint_141949,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141949,0,0
scenario.orderpoint_141930,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141930,0,0
scenario.orderpoint_141932,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141932,0,0
scenario.orderpoint_141933,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141933,0,0
scenario.orderpoint_141934,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141934,0,0
scenario.orderpoint_141936,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141936,0,0
scenario.orderpoint_141937,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141937,0,0
scenario.orderpoint_141938,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141938,0,0
scenario.orderpoint_141940,1,OP/00179,1,base.main_company,stock.warehouse0,stock.stock_location_stock,scenario.product_141940,0,0
