id,name,categ_id/id,purchase_ok,sale_ok,type,product_manager/id,property_account_income_id,property_account_expense_id,receipt_checklist,supplier_taxes_id,taxes_id,description_purchase
product_template_sa_SA-MieteIS(Beispielartikel),SA/IS - Miete IS,product_category_sa_MieteIS,True,False,consu,scenario.res_users_rgl,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-WartungIS(Beispielartikel),SA/IS - Wartung IS,product_category_sa_WartungIS,True,False,consu,scenario.res_users_rgl,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-SupportIS(Beispielartikel),SA/IS - Support IS,product_category_sa_SupportIS,True,False,consu,scenario.res_users_rgl,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-BeratungsdienstleistungIT(Beispielartikel),SA/IS/IT- Beratungsdienstleistung IT,product_category_sa_BeratungsdienstleistungIT,True,False,consu,scenario.res_users_rgl,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-Hosting(Beispielartikel),SA/IS/IT - Hosting,product_category_sa_Hosting,True,False,consu,scenario.res_users_rgl,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-SchulungIT(Beispielartikel),SA/IS/IT - Schulung IT,product_category_sa_SchulungIT,True,False,consu,scenario.res_users_rgl,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-AnschaffungIT(Beispielartikel),SA/IS/IT - Anschaffung IT,product_category_sa_AnschaffungIT,True,False,consu,scenario.res_users_rgl,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-MieteIT(Beispielartikel),SA/IS/IT - Miete IT,product_category_sa_MieteIT,True,False,consu,scenario.res_users_rgl,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-WartungIT(Beispielartikel),SA/IS/IT - Wartung IT,product_category_sa_WartungIT,True,False,consu,scenario.res_users_rgl,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-Disketten/CD/Tape/Verbrauchsmaterial(Beispielartikel),SA/IS/IT - Disketten / CD / Tape / Verbrauchsmaterial,product_category_sa_Disketten/CD/Tape/Verbrauchsmaterial,True,False,consu,scenario.res_users_rgl,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-KleininvestitionenIT(Beispielartikel),SA/IS/IT - Kleininvestitionen IT,product_category_sa_KleininvestitionenIT,True,False,consu,scenario.res_users_rgl,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-Papier/Couverts/Etiketten/â€¦(Beispielartikel),SA/IS/IT - Papier / Couverts / Etiketten / â€¦,product_category_sa_Papier/Couverts/Etiketten/â€¦,True,False,consu,scenario.res_users_rgl,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-Infrastrukturintern(Beispielartikel),SA/IS/IT - Infrastruktur intern,product_category_sa_Infrastrukturintern,True,False,consu,scenario.res_users_rgl,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-Security(Beispielartikel),SA/IS/IT - Security,product_category_sa_Security,True,False,consu,scenario.res_users_rgl,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-TelekommunikationTelefon(Beispielartikel),SA/IS/IT - Telekommunikation Telefon,product_category_sa_TelekommunikationTelefon,True,False,consu,scenario.res_users_rgl,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-TelekommunikationInternet(Beispielartikel),SA/IS/IT - Telekommunikation Internet,product_category_sa_TelekommunikationInternet,True,False,consu,scenario.res_users_rgl,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-SupportIT(Beispielartikel),SA/IS/IT - Support IT,product_category_sa_SupportIT,True,False,consu,scenario.res_users_rgl,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-BeschaffungDivers(Beispielartikel),SA/IS/Nst - Beschaffung Divers,product_category_sa_BeschaffungDivers,True,False,consu,scenario.res_users_rgl,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-Hardware(Beispielartikel),SA/IS/Nst - Hardware,product_category_sa_Hardware,True,False,consu,scenario.res_users_rgl,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-HardwareKleininvestitionen(Beispielartikel),SA/IS/Nst- Hardware Kleininvestitionen,product_category_sa_HardwareKleininvestitionen,True,False,consu,scenario.res_users_rgl,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-Software(Beispielartikel),SA/IS/Nst - Software,product_category_sa_Software,True,False,consu,scenario.res_users_rgl,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-SoftwareKleininvestitionen(Beispielartikel),SA/IS/Nst - Software Kleininvestitionen,product_category_sa_SoftwareKleininvestitionen,True,False,consu,scenario.res_users_rgl,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-SchulungNst(Beispielartikel),SA/IS/Nst - Schulung Nst,product_category_sa_SchulungNst,True,False,consu,scenario.res_users_rgl,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-AnschaffungenPM(Beispielartikel),SA/PM - Anschaffungen PM,product_category_sa_AnschaffungenPM,True,False,consu,scenario.res_users_rmo,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-Entwicklung(Beispielartikel),SA/PM - Entwicklung,product_category_sa_Entwicklung,True,False,consu,scenario.res_users_rmo,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-Unterhalt/ReparaturenPM(Beispielartikel),SA/PM - Unterhalt / Reparaturen PM,product_category_sa_Unterhalt/ReparaturenPM,True,False,consu,scenario.res_users_rmo,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-KleininvestitionenPM(Beispielartikel),SA/PM - Kleininvestitionen PM,product_category_sa_KleininvestitionenPM,True,False,consu,scenario.res_users_rmo,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-Werkzeuge/Tools(Beispielartikel),SA/PM - Werkzeuge / Tools,product_category_sa_Werkzeuge/Tools,True,False,consu,scenario.res_users_rmo,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-ForschungundEntwicklungBEG(Beispielartikel),SA/PM - Forschung und Entwicklung BEG,product_category_sa_ForschungundEntwicklungBEG,True,False,consu,scenario.res_users_rmo,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-ForschungundEntwicklungLEUCHTEN(Beispielartikel),SA/PM - Forschung und Entwicklung LEUCHTEN,product_category_sa_ForschungundEntwicklungLEUCHTEN,True,False,consu,scenario.res_users_rmo,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-Produktprüfungen(CEPrüfungen)(Beispielartikel),SA/PM - Produktprüfungen (CE Prüfungen ...),product_category_sa_Produktprüfungen(CEPrüfungen),True,False,consu,scenario.res_users_rmo,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-KleininvestitionenVerkauf(Beispielartikel),SA/VK - Kleininvestitionen Verkauf,product_category_sa_KleininvestitionenVerkauf,True,False,consu,scenario.res_users_sku,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-Kundenpflege(Beispielartikel),SA/VK - Kundenpflege,product_category_sa_Kundenpflege,True,False,consu,scenario.res_users_sku,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-Übernachtungsspesen(Beispielartikel),SA/VK - Übernachtungsspesen,product_category_sa_Übernachtungsspesen,True,False,consu,scenario.res_users_sku,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-Unterhalt/ReparaturenFahrzeuge(Beispielartikel),SA/VK - Unterhalt / Reparaturen Fahrzeuge,product_category_sa_Unterhalt/ReparaturenFahrzeuge,True,False,consu,scenario.res_users_sku,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-Kundenanlässe(Beispielartikel),SA/VK - Kundenanlässe,product_category_sa_Kundenanlässe,True,False,consu,scenario.res_users_sku,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-Kundenspesen(Beispielartikel),SA/VK - Kundenspesen,product_category_sa_Kundenspesen,True,False,consu,scenario.res_users_sku,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-Seminar/Kurs(Beispielartikel),SA/ALLE - Seminar / Kurs,product_category_sa_Aus-undWeiterbildung/Seminare(inklAn-/Rückreise/Übernachtungetc),True,False,consu,scenario.res_users_cfr,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-Reisespesen(Beispielartikel),SA/ALLE - Reisespesen,product_category_sa_Reisespesen,True,False,consu,scenario.res_users_cfr,,,,TVA 8.0% sur invest. et autres ch. (Incl. TN),TVA due a 8.0% (TN),
product_template_sa_SA-EPMSkonti,SA/ALLE – Einkaufspreisminderung Skonti Divers,product_category_sa_EKPM,True,False,consu,scenario.res_users_sgl,,,,TVA 8.0% sur invest. et autres ch. (TN),TVA due a 8.0% (TN),
product_template_sa_SA-Rabatte/PreisnachlässeD,SA/ALLE – Einkaufspreisminderung Rabatte Divers,product_category_sa_EKPM,True,False,consu,scenario.res_users_sgl,,,,TVA 8.0% sur invest. et autres ch. (TN),TVA due a 8.0% (TN),
product_template_sa_SA-EPMRückvergütungen,SA/ALLE – Einkaufspreisminderung Rückvergütungen Divers,product_category_sa_EKPM,True,False,consu,scenario.res_users_sgl,,,,TVA 8.0% sur invest. et autres ch. (TN),TVA due a 8.0% (TN),
product_template_sa_SA-EPMEinkaufsprovisionen,SA/ALLE – Einkaufspreisminderung Einkaufsprovisionen Divers,product_category_sa_EKPM,True,False,consu,scenario.res_users_sgl,,,,TVA 8.0% sur invest. et autres ch. (TN),TVA due a 8.0% (TN),
