id,product_tmpl_id/id,name/id,min_qty,price,product_name,product_code,delay,sequence,lastproduct_code,currency_id
scenario.supplierinfo_29,scenario.product_141256,partner_90001,1,29.55,ECO/WH/TUBE-26W,22045,14,2,,EUR
scenario.supplierinfo_1040,scenario.product_142255,partner_90001,1,69.7,PD4-M-DIM-UP,92248,14,2,,EUR
scenario.supplierinfo_980,scenario.product_142096,partner_90001,1,36,"PD9-M-SDB-DE, weiss, IP65",92912,14,2,,EUR
scenario.supplierinfo_327,scenario.product_141228,partner_90001,1,21,AL4-130/W/OP/CE,80410,14,2,,EUR
scenario.supplierinfo_328,scenario.product_141229,partner_90001,1,22.68,"AL4-130, schwarz",80420,14,2,,EUR
scenario.supplierinfo_1073,scenario.product_141424,partner_90001,1,179700,LC-Click 200 / weiss,91002,14,2,PN/91004-SWISCTE,EUR
scenario.supplierinfo_586,scenario.product_141284,partner_90001,1,20.37,"ALC-B-360 SLU-weiss, weiss",91301,14,2,PN/91301-SWIS-CT,EUR
scenario.supplierinfo_1632,scenario.product_141285,partner_90001,1,20.07,ALC-B-360 SLU-schwarz / schwarz,91321,14,2,PN/92321-SWIS-CT,EUR
scenario.supplierinfo_965,scenario.product_141287,partner_90001,1,17.55,ALC/S,91324,14,2,,EUR
scenario.supplierinfo_991,scenario.product_141193,partner_90001,1,26.94,AL1-130-braun,91401,14,2,,EUR
scenario.supplierinfo_1056,scenario.product_141469,partner_90001,1,23.15,"FLC 150-200, weiss",91801,14,2,PN/91801-SWIS-HW,EUR
scenario.supplierinfo_1011,scenario.product_141470,partner_90001,1,23.15,FLC 150-200-schwarz,91821,14,2,PN/91821-SWIS-HW,EUR
scenario.supplierinfo_587,scenario.product_141427,partner_90001,1,24.57,FLC-500-200-schwarz,91822,14,2,PN/91823-SWIS-HW,EUR
scenario.supplierinfo_1021,scenario.product_141320,partner_90001,1,44.83,"AL2-RC-plus 230 SLU, weiss",92382,14,2,,EUR
scenario.supplierinfo_1081,scenario.product_141321,partner_90001,1,43.65,AL2-RC-plus 230 SLU / schwarz,92392,14,2,,EUR
scenario.supplierinfo_1085,scenario.product_141323,partner_90001,1,46.48,AL2-RC-plus 280 SLU / schwarz,92393,14,2,,EUR
scenario.supplierinfo_1084,scenario.product_141431,partner_90001,1,32.1,PD4-1C-AP,92144,14,2,PN/92145-SWI-M8,EUR
scenario.supplierinfo_974,scenario.product_141307,partner_90001,1,35.64,PD2-M-2C-AP / weiss,92150,14,2,PN/92150-SWI28CT,EUR
scenario.supplierinfo_1587,scenario.product_141382,partner_90001,1,29.85,PD2-S-AP,92152,14,2,PN/92152-SWI-M8,EUR
scenario.supplierinfo_1047,scenario.product_141452,partner_90001,1,49.1,PD2-M-DIM-AP/ weiss,92153,14,2,,EUR
scenario.supplierinfo_993,scenario.product_141451,partner_90001,1,46.12,PD2-M-DIM-UP,92157,14,2,,EUR
scenario.supplierinfo_550,scenario.product_141488,partner_90001,1,34.09,PD4-S-UP / weiss,92163,14,2,PN/92163-SWIS-CT,EUR
scenario.supplierinfo_1088,scenario.product_141400,partner_90001,1,38.74,PD2-M-2C-DE / weiss,92165,14,2,PN/92165-SWI28CT,EUR
scenario.supplierinfo_1013,scenario.product_141401,partner_90001,1,28.4,PD2-S-DE,92166,14,2,PN/92166-SWI-M8,EUR
scenario.supplierinfo_1037,scenario.product_141453,partner_90001,1,52.74,PD2-M-DIM-DE / weiss,92167,14,2,,EUR
scenario.supplierinfo_1061,scenario.product_141448,partner_90001,1,25.2,PD3-1C-UP,92186,14,2,,EUR
scenario.supplierinfo_1062,scenario.product_141460,partner_90001,1,25.32,PD3-1C-DE,92196,14,2,PN/92197-SWI-M8,EUR
scenario.supplierinfo_487,scenario.product_141489,partner_90001,1,58.8,PD4-Duo/M-EN,92252,14,2,,EUR
scenario.supplierinfo_1611,scenario.product_141487,partner_90001,1,51.81,PD4-M-2C-UP / weiss,92255,14,2,PN/92255-SWI-M8,EUR
scenario.supplierinfo_868,scenario.product_141507,partner_90001,1,67.17,PD4-M-DUO-DIM-UP,92273,14,2,,EUR
scenario.supplierinfo_349,scenario.product_141473,partner_90001,1,87.3,PD-LLW/AP,92300,14,2,,EUR
scenario.supplierinfo_581,scenario.product_141474,partner_90001,1,74.1,PD-LLW-DE,92301,14,2,,EUR
scenario.supplierinfo_361,scenario.product_141484,partner_90001,1,74.1,"Indoor 180-LON-UP,  LON Version Schweiz",???,14,2,,EUR
scenario.supplierinfo_1022,scenario.product_141476,partner_90001,1,44.06,PD2-M-2C-11-48V-RR-AP / weiss,92305,14,2,PN/92305-SWIS-CT,EUR
scenario.supplierinfo_969,scenario.product_141475,partner_90001,1,43.35, PD2-M-2C-24V-RR-DE / weiss,92306,14,2,PN/92306-SWI-M8,EUR
scenario.supplierinfo_852,scenario.product_141410,partner_90001,1,33.58,CdS-T-AP / weiss,92367,14,2,PN/92367-SWIS-CT,EUR
scenario.supplierinfo_1064,scenario.product_141132,partner_90001,1,8.85,"AL5-RC-plus, weiss",92401,14,2,PN/92400-SWIS-HW,EUR
scenario.supplierinfo_851,scenario.product_141133,partner_90001,1,10.12,AL5-RC-plus-schwarz,92400,14,2,PN/92401-SWIS-HW,EUR
scenario.supplierinfo_1012,scenario.product_141504,partner_90001,1,34.5,"PD9-M-DE,weiss",92900,14,2,PN/92900-SWIS-CT,EUR
scenario.supplierinfo_1014,scenario.product_141518,partner_90001,1,28.4,"PD9-S-DE, weiss",92905,14,2,PN/92905-SWIS-CT,EUR
scenario.supplierinfo_982,scenario.product_141505,partner_90001,1,48.84,"PD9-M-DIM-DE, weiss",92910,14,2,,EUR
scenario.supplierinfo_1590,scenario.product_141262,partner_90001,1,44.91,SAFETYLUX® portable / rot,93101,14,2,PN/93101-SWIS-CT,EUR
scenario.supplierinfo_1751,scenario.product_141819,partner_90001,1,299200,Indoor 180-R/2D-UP Batterie,92616,14,2,PN/92691-SWIS-CT,EUR
scenario.supplierinfo_1023,scenario.product_142239,partner_90001,1,52.5,PD4-M-GH-AP,92245,14,2,,EUR
scenario.supplierinfo_1024,scenario.product_142240,partner_90001,1,29.1,PD4-S-GH-AP,92265,14,2,,EUR
scenario.supplierinfo_1074,scenario.product_142325,partner_90001,1,49.5,PD4-M-DIM-DE,92247,14,2,,EUR
scenario.supplierinfo_1598,scenario.product_142342,partner_90001,1,31.15,PD3N-1C-AP Micro / weiss,92219,14,2,,EUR
scenario.supplierinfo_1683,scenario.product_142356,partner_90001,1,46.54,PD9-M-DALI/DSI-DE / weiss,92920,14,2,,EUR
scenario.supplierinfo_1633,scenario.product_142516,partner_90001,1,74.62,PD4-M-3C-TRIO-AP / weiss,92740,14,2,,EUR
scenario.supplierinfo_1628,scenario.product_142508,partner_90001,1,79.3,PD4-M-TRIO-2DALI/DSI-1C-AP,92751,14,2,,EUR
scenario.supplierinfo_1629,scenario.product_142509,partner_90001,1,76.5,PD4-M-TRIO-2DALI/DSI-1C-DE,92756,14,2,,EUR
scenario.supplierinfo_1631,scenario.product_142515,partner_90001,1,44.77,PD2N-LTMS-RR-DE,92119,14,2,,EUR
scenario.supplierinfo_1634,scenario.product_142517,partner_90001,1,74.62,PD4-M-3C-TRIO-DE / weiss,92745,14,2,,EUR
scenario.supplierinfo_913,scenario.product_142029,partner_90001,1,31.08,PD4N-1C-DE/ weiss,92149,14,2,,EUR
scenario.supplierinfo_1596,scenario.product_142031,partner_90001,1,31.83,PD4N-1C-UP / weiss,92151,14,2,,EUR
scenario.supplierinfo_989,scenario.product_142032,partner_90001,1,74.1,Indoor 180-LON/UP-SWISS-NEU,92670,14,2,,EUR
scenario.supplierinfo_904,scenario.product_142021,partner_90001,1,31.23,PD3N-UP/HCR/3VR/MIC-BEG,92526,14,2,PN/92526-SWI-M8,EUR
scenario.supplierinfo_1753,scenario.product_142544,partner_90001,1,39.59,PD11-M-1C-FLAT-DE / weiss,92583,14,2,,EUR
scenario.supplierinfo_1754,scenario.product_142545,partner_90001,1,32.71,PD11-S-FLAT-DE / weiss,92593,14,2,,EUR
scenario.supplierinfo_1660,scenario.product_142547,partner_90001,1,104.03,FL2N-LED-230/ schwarz,92626,14,2,,EUR
scenario.supplierinfo_1664,scenario.product_142550,partner_90001,1,72.02,FL3N-LED / schwarz,92702,14,2,,EUR
scenario.supplierinfo_1665,scenario.product_142551,partner_90001,1,88.03,FL3N-LED-130/ schwarz,92628,14,2,,EUR
scenario.supplierinfo_1667,scenario.product_142553,partner_90001,1,87.71,FL2N-LED / schwarz,92599,14,2,,EUR
scenario.supplierinfo_1668,scenario.product_142554,partner_90001,1,72.02,FL3N-LED / weiss,92703,14,2,,EUR
scenario.supplierinfo_1562,scenario.product_142439,partner_90001,1,104.03,FL2N-LED-230 / weiss,92627,14,2,,EUR
scenario.supplierinfo_1563,scenario.product_142440,partner_90001,1,88.03,FL3N-LED-130 / weiss,92629,14,2,,EUR
scenario.supplierinfo_1666,scenario.product_142552,partner_90001,1,87.71,FL2N-LED / schwarz,92598,14,2,,EUR
scenario.supplierinfo_595,scenario.product_141711,partner_90001,48,39.69,PD3N-1C-DE-Micro / weiss,92184,14,2,,EUR
scenario.supplierinfo_861,scenario.product_141984,partner_90001,48,63.45,"PD9 360 LON, LON-Einbau-Präsenzmelder 360°, weiss",92989,14,2,,EUR
scenario.supplierinfo_14,scenario.product_141242,partner_90001,48,17.35,ECO/BL/WALL-18W,21000,14,2,,EUR
scenario.supplierinfo_15,scenario.product_141241,partner_90001,48,17.35,ECO/WH/WALL-18W,21005,14,2,,EUR
scenario.supplierinfo_18,scenario.product_141245,partner_90001,48,22.64,ECO/BL/NAIL-18W,21020,14,2,,EUR
scenario.supplierinfo_19,scenario.product_141246,partner_90001,48,23.37,ECO/BL/TUBE-18W,21040,14,2,,EUR
scenario.supplierinfo_20,scenario.product_141247,partner_90001,48,23.37,ECO/WH/TUBE-18W,21045,14,2,,EUR
scenario.supplierinfo_23,scenario.product_141250,partner_90001,48,22.83,ECO/BL/WALL-26W,22000,14,2,,EUR
scenario.supplierinfo_542,scenario.product_141654,partner_90001,48,57.42,PD4-Duo/M-FP,94084,14,2,,EUR
scenario.supplierinfo_551,scenario.product_141662,partner_90001,48,30.61,PD3-1C-DE-Micro / weiss,92184,14,2,,EUR
scenario.supplierinfo_553,scenario.product_141663,partner_90001,48,51.72,PD2-M-DALI/DSI-DE / weiß,92258,14,2,,EUR
scenario.supplierinfo_1086,scenario.product_141674,partner_90001,48,64.9,AL20/WH/280/LED-BEG AL20,91700,14,2,,EUR
scenario.supplierinfo_1662,scenario.product_141675,partner_90001,48,38.95,AL20-280/BM-LED / schwarz,91725,14,2,PN/91725-SWIS-CT,EUR
scenario.supplierinfo_1658,scenario.product_141678,partner_90001,48,32.92,AL20-E27 SLU / schwarz,91730,14,2,,EUR
scenario.supplierinfo_1588,scenario.product_141680,partner_90001,48,29.82,RC-plus next 130 / weiss,97001,14,2,PN/97001-SWIS-M8,EUR
scenario.supplierinfo_860,scenario.product_141683,partner_90001,48,34.59,"RC-plus 230 next, weiss",97002,14,2,PN/97002-SWI-M8,EUR
scenario.supplierinfo_864,scenario.product_141686,partner_90001,48,34.59,"RC-plus 230 next, Edelstahl-O.",97042,14,2,PN/97042-SWIS-M8,EUR
scenario.supplierinfo_850,scenario.product_141687,partner_90001,48,42.2,"Luxomat RC-plus next 280°, weiss",97003,14,2,PN/97003-SWIS-M8,EUR
scenario.supplierinfo_584,scenario.product_141703,partner_90001,48,35.85,RC-plus 230-Edelstahl-Optik,92042,14,2,,EUR
scenario.supplierinfo_1055,scenario.product_141764,partner_90001,48,6.03,"Abdeckung IP54, reinweiss",92139,14,2,PN/92131-SWIS-CT,EUR
scenario.supplierinfo_1035,scenario.product_142249,partner_90001,48,51.74,"PD2-M-DALI/DSI-AP, weiss",92280,14,2,,EUR
scenario.supplierinfo_24,scenario.product_141251,partner_90001,48,22.83,ECO/WH/WALL-26W,22005,14,2,,EUR
scenario.supplierinfo_992,scenario.product_141598,partner_90001,48,32.42,PD2-1C-UP,92555,14,2,PN/92555-SWI-M8,EUR
scenario.supplierinfo_996,scenario.product_141601,partner_90001,48,40.28,PD4-1C-UP,92151,14,2,PN/92575-SWI-M8,EUR
scenario.supplierinfo_27,scenario.product_141254,partner_90001,48,28.22,ECO/BL/NAIL-26W,22020,14,2,,EUR
scenario.supplierinfo_28,scenario.product_141255,partner_90001,48,28.96,ECO/BL/TUBE-26W,22040,14,2,,EUR
scenario.supplierinfo_29,scenario.product_141256,partner_90001,48,28.96,ECO/WH/TUBE-26W,22045,14,2,,EUR
scenario.supplierinfo_1040,scenario.product_142255,partner_90001,48,68.31,PD4-M-DIM-UP,92248,14,2,,EUR
scenario.supplierinfo_980,scenario.product_142096,partner_90001,48,35.28,"PD9-M-SDB-DE, weiss, IP65",92912,14,2,,EUR
scenario.supplierinfo_327,scenario.product_141228,partner_90001,48,20.58,AL4-130/W/OP/CE,80410,14,2,,EUR
scenario.supplierinfo_328,scenario.product_141229,partner_90001,48,22.23,"AL4-130, schwarz",80420,14,2,,EUR
scenario.supplierinfo_1073,scenario.product_141424,partner_90001,48,176106,LC-Click 200 / weiss,91002,14,2,PN/91004-SWISCTE,EUR
scenario.supplierinfo_586,scenario.product_141284,partner_90001,48,19.96,"ALC-B-360 SLU-weiss, weiss",91301,14,2,PN/91301-SWIS-CT,EUR
scenario.supplierinfo_1632,scenario.product_141285,partner_90001,48,19.67,ALC-B-360 SLU-schwarz / schwarz,91321,14,2,PN/92321-SWIS-CT,EUR
scenario.supplierinfo_965,scenario.product_141287,partner_90001,48,17.2,ALC/S,91324,14,2,,EUR
scenario.supplierinfo_991,scenario.product_141193,partner_90001,48,26.4,AL1-130-braun,91401,14,2,,EUR
scenario.supplierinfo_1056,scenario.product_141469,partner_90001,48,22.69,"FLC 150-200, weiss",91801,14,2,PN/91801-SWIS-HW,EUR
scenario.supplierinfo_1011,scenario.product_141470,partner_90001,48,22.69,FLC 150-200-schwarz,91821,14,2,PN/91821-SWIS-HW,EUR
scenario.supplierinfo_587,scenario.product_141427,partner_90001,48,24.08,FLC-500-200-schwarz,91822,14,2,PN/91823-SWIS-HW,EUR
scenario.supplierinfo_1021,scenario.product_141320,partner_90001,48,43.93,"AL2-RC-plus 230 SLU, weiss",92382,14,2,,EUR
scenario.supplierinfo_1081,scenario.product_141321,partner_90001,48,42.78,AL2-RC-plus 230 SLU / schwarz,92392,14,2,,EUR
scenario.supplierinfo_1085,scenario.product_141323,partner_90001,48,45.55,AL2-RC-plus 280 SLU / schwarz,92393,14,2,,EUR
scenario.supplierinfo_1084,scenario.product_141431,partner_90001,48,31.46,PD4-1C-AP,92144,14,2,PN/92145-SWI-M8,EUR
scenario.supplierinfo_974,scenario.product_141307,partner_90001,48,34.93,PD2-M-2C-AP / weiss,92150,14,2,PN/92150-SWI28CT,EUR
scenario.supplierinfo_1587,scenario.product_141382,partner_90001,48,29.25,PD2-S-AP,92152,14,2,PN/92152-SWI-M8,EUR
scenario.supplierinfo_1047,scenario.product_141452,partner_90001,48,48.12,PD2-M-DIM-AP/ weiss,92153,14,2,,EUR
scenario.supplierinfo_993,scenario.product_141451,partner_90001,48,45.2,PD2-M-DIM-UP,92157,14,2,,EUR
scenario.supplierinfo_550,scenario.product_141488,partner_90001,48,33.41,PD4-S-UP / weiss,92163,14,2,PN/92163-SWIS-CT,EUR
scenario.supplierinfo_1088,scenario.product_141400,partner_90001,48,37.97,PD2-M-2C-DE / weiss,92165,14,2,PN/92165-SWI28CT,EUR
scenario.supplierinfo_1013,scenario.product_141401,partner_90001,48,27.83,PD2-S-DE,92166,14,2,PN/92166-SWI-M8,EUR
scenario.supplierinfo_1037,scenario.product_141453,partner_90001,48,51.69,PD2-M-DIM-DE / weiss,92167,14,2,,EUR
scenario.supplierinfo_1061,scenario.product_141448,partner_90001,48,24.7,PD3-1C-UP,92186,14,2,,EUR
scenario.supplierinfo_1062,scenario.product_141460,partner_90001,48,24.81,PD3-1C-DE,92196,14,2,PN/92197-SWI-M8,EUR
scenario.supplierinfo_487,scenario.product_141489,partner_90001,48,57.62,PD4-Duo/M-EN,92252,14,2,,EUR
scenario.supplierinfo_1611,scenario.product_141487,partner_90001,48,50.77,PD4-M-2C-UP / weiss,92255,14,2,PN/92255-SWI-M8,EUR
scenario.supplierinfo_868,scenario.product_141507,partner_90001,48,65.83,PD4-M-DUO-DIM-UP,92273,14,2,,EUR
scenario.supplierinfo_349,scenario.product_141473,partner_90001,48,85.55,PD-LLW/AP,92300,14,2,,EUR
scenario.supplierinfo_581,scenario.product_141474,partner_90001,48,72.62,PD-LLW-DE,92301,14,2,,EUR
scenario.supplierinfo_361,scenario.product_141484,partner_90001,48,72.62,"Indoor 180-LON-UP,  LON Version Schweiz",???,14,2,,EUR
scenario.supplierinfo_1022,scenario.product_141476,partner_90001,48,43.18,PD2-M-2C-11-48V-RR-AP / weiss,92305,14,2,PN/92305-SWIS-CT,EUR
scenario.supplierinfo_969,scenario.product_141475,partner_90001,48,42.48, PD2-M-2C-24V-RR-DE / weiss,92306,14,2,PN/92306-SWI-M8,EUR
scenario.supplierinfo_852,scenario.product_141410,partner_90001,48,32.91,CdS-T-AP / weiss,92367,14,2,PN/92367-SWIS-CT,EUR
scenario.supplierinfo_1064,scenario.product_141132,partner_90001,48,8.67,"AL5-RC-plus, weiss",92401,14,2,PN/92400-SWIS-HW,EUR
scenario.supplierinfo_851,scenario.product_141133,partner_90001,48,9.92,AL5-RC-plus-schwarz,92400,14,2,PN/92401-SWIS-HW,EUR
scenario.supplierinfo_1012,scenario.product_141504,partner_90001,48,33.81,"PD9-M-DE,weiss",92900,14,2,PN/92900-SWIS-CT,EUR
scenario.supplierinfo_1014,scenario.product_141518,partner_90001,48,27.83,"PD9-S-DE, weiss",92905,14,2,PN/92905-SWIS-CT,EUR
scenario.supplierinfo_982,scenario.product_141505,partner_90001,48,47.86,"PD9-M-DIM-DE, weiss",92910,14,2,,EUR
scenario.supplierinfo_1590,scenario.product_141262,partner_90001,48,44.01,SAFETYLUX® portable / rot,93101,14,2,PN/93101-SWIS-CT,EUR
scenario.supplierinfo_1751,scenario.product_141819,partner_90001,48,293216,Indoor 180-R/2D-UP Batterie,92616,14,2,PN/92691-SWIS-CT,EUR
scenario.supplierinfo_1023,scenario.product_142239,partner_90001,48,51.45,PD4-M-GH-AP,92245,14,2,,EUR
scenario.supplierinfo_1024,scenario.product_142240,partner_90001,48,28.52,PD4-S-GH-AP,92265,14,2,,EUR
scenario.supplierinfo_1074,scenario.product_142325,partner_90001,48,48.51,PD4-M-DIM-DE,92247,14,2,,EUR
scenario.supplierinfo_1598,scenario.product_142342,partner_90001,48,30.53,PD3N-1C-AP Micro / weiss,92219,14,2,,EUR
scenario.supplierinfo_1683,scenario.product_142356,partner_90001,48,45.61,PD9-M-DALI/DSI-DE / weiss,92920,14,2,,EUR
scenario.supplierinfo_1633,scenario.product_142516,partner_90001,48,73.13,PD4-M-3C-TRIO-AP / weiss,92740,14,2,,EUR
scenario.supplierinfo_1628,scenario.product_142508,partner_90001,48,77.71,PD4-M-TRIO-2DALI/DSI-1C-AP,92751,14,2,,EUR
scenario.supplierinfo_1629,scenario.product_142509,partner_90001,48,74.97,PD4-M-TRIO-2DALI/DSI-1C-DE,92756,14,2,,EUR
scenario.supplierinfo_1631,scenario.product_142515,partner_90001,48,43.87,PD2N-LTMS-RR-DE,92119,14,2,,EUR
scenario.supplierinfo_1634,scenario.product_142517,partner_90001,48,73.13,PD4-M-3C-TRIO-DE / weiss,92745,14,2,,EUR
scenario.supplierinfo_913,scenario.product_142029,partner_90001,48,30.46,PD4N-1C-DE/ weiss,92149,14,2,,EUR
scenario.supplierinfo_1596,scenario.product_142031,partner_90001,48,31.19,PD4N-1C-UP / weiss,92151,14,2,,EUR
scenario.supplierinfo_989,scenario.product_142032,partner_90001,48,72.62,Indoor 180-LON/UP-SWISS-NEU,92670,14,2,,EUR
scenario.supplierinfo_904,scenario.product_142021,partner_90001,48,30.61,PD3N-UP/HCR/3VR/MIC-BEG,92526,14,2,PN/92526-SWI-M8,EUR
scenario.supplierinfo_1753,scenario.product_142544,partner_90001,48,38.8,PD11-M-1C-FLAT-DE / weiss,92583,14,2,,EUR
scenario.supplierinfo_1754,scenario.product_142545,partner_90001,48,32.06,PD11-S-FLAT-DE / weiss,92593,14,2,,EUR
scenario.supplierinfo_1660,scenario.product_142547,partner_90001,48,101.95,FL2N-LED-230/ schwarz,92626,14,2,,EUR
scenario.supplierinfo_1664,scenario.product_142550,partner_90001,48,70.58,FL3N-LED / schwarz,92702,14,2,,EUR
scenario.supplierinfo_1665,scenario.product_142551,partner_90001,48,86.27,FL3N-LED-130/ schwarz,92628,14,2,,EUR
scenario.supplierinfo_1667,scenario.product_142553,partner_90001,48,85.96,FL2N-LED / schwarz,92599,14,2,,EUR
scenario.supplierinfo_1668,scenario.product_142554,partner_90001,48,70.58,FL3N-LED / weiss,92703,14,2,,EUR
scenario.supplierinfo_1562,scenario.product_142439,partner_90001,48,101.95,FL2N-LED-230 / weiss,92627,14,2,,EUR
scenario.supplierinfo_1563,scenario.product_142440,partner_90001,48,86.27,FL3N-LED-130 / weiss,92629,14,2,,EUR
scenario.supplierinfo_1666,scenario.product_142552,partner_90001,48,85.96,FL2N-LED / schwarz,92598,14,2,,EUR
scenario.supplierinfo_595,scenario.product_141711,partner_90001,96,39.28,PD3N-1C-DE-Micro / weiss,92184,14,2,,EUR
scenario.supplierinfo_861,scenario.product_141984,partner_90001,96,62.8,"PD9 360 LON, LON-Einbau-Präsenzmelder 360°, weiss",92989,14,2,,EUR
scenario.supplierinfo_14,scenario.product_141242,partner_90001,96,17.17,ECO/BL/WALL-18W,21000,14,2,,EUR
scenario.supplierinfo_15,scenario.product_141241,partner_90001,96,17.17,ECO/WH/WALL-18W,21005,14,2,,EUR
scenario.supplierinfo_18,scenario.product_141245,partner_90001,96,22.41,ECO/BL/NAIL-18W,21020,14,2,,EUR
scenario.supplierinfo_19,scenario.product_141246,partner_90001,96,23.13,ECO/BL/TUBE-18W,21040,14,2,,EUR
scenario.supplierinfo_20,scenario.product_141247,partner_90001,96,23.13,ECO/WH/TUBE-18W,21045,14,2,,EUR
scenario.supplierinfo_23,scenario.product_141250,partner_90001,96,22.6,ECO/BL/WALL-26W,22000,14,2,,EUR
scenario.supplierinfo_542,scenario.product_141654,partner_90001,96,56.83,PD4-Duo/M-FP,94084,14,2,,EUR
scenario.supplierinfo_551,scenario.product_141662,partner_90001,96,30.29,PD3-1C-DE-Micro / weiss,92184,14,2,,EUR
scenario.supplierinfo_553,scenario.product_141663,partner_90001,96,51.2,PD2-M-DALI/DSI-DE / weiß,92258,14,2,,EUR
scenario.supplierinfo_1086,scenario.product_141674,partner_90001,96,64.23,AL20/WH/280/LED-BEG AL20,91700,14,2,,EUR
scenario.supplierinfo_1662,scenario.product_141675,partner_90001,96,38.56,AL20-280/BM-LED / schwarz,91725,14,2,PN/91725-SWIS-CT,EUR
scenario.supplierinfo_1658,scenario.product_141678,partner_90001,96,32.58,AL20-E27 SLU / schwarz,91730,14,2,,EUR
scenario.supplierinfo_1588,scenario.product_141680,partner_90001,96,29.52,RC-plus next 130 / weiss,97001,14,2,PN/97001-SWIS-M8,EUR
scenario.supplierinfo_860,scenario.product_141683,partner_90001,96,34.24,"RC-plus 230 next, weiss",97002,14,2,PN/97002-SWI-M8,EUR
scenario.supplierinfo_864,scenario.product_141686,partner_90001,96,34.24,"RC-plus 230 next, Edelstahl-O.",97042,14,2,PN/97042-SWIS-M8,EUR
scenario.supplierinfo_850,scenario.product_141687,partner_90001,96,41.77,"Luxomat RC-plus next 280°, weiss",97003,14,2,PN/97003-SWIS-M8,EUR
scenario.supplierinfo_584,scenario.product_141703,partner_90001,96,35.48,RC-plus 230-Edelstahl-Optik,92042,14,2,,EUR
scenario.supplierinfo_1055,scenario.product_141764,partner_90001,96,5.97,"Abdeckung IP54, reinweiss",92139,14,2,PN/92131-SWIS-CT,EUR
scenario.supplierinfo_1035,scenario.product_142249,partner_90001,96,51.22,"PD2-M-DALI/DSI-AP, weiss",92280,14,2,,EUR
scenario.supplierinfo_24,scenario.product_141251,partner_90001,96,22.6,ECO/WH/WALL-26W,22005,14,2,,EUR
scenario.supplierinfo_992,scenario.product_141598,partner_90001,96,32.09,PD2-1C-UP,92555,14,2,PN/92555-SWI-M8,EUR
scenario.supplierinfo_996,scenario.product_141601,partner_90001,96,39.87,PD4-1C-UP,92151,14,2,PN/92575-SWI-M8,EUR
scenario.supplierinfo_27,scenario.product_141254,partner_90001,96,27.94,ECO/BL/NAIL-26W,22020,14,2,,EUR
scenario.supplierinfo_28,scenario.product_141255,partner_90001,96,28.66,ECO/BL/TUBE-26W,22040,14,2,,EUR
scenario.supplierinfo_29,scenario.product_141256,partner_90001,96,28.66,ECO/WH/TUBE-26W,22045,14,2,,EUR
scenario.supplierinfo_1040,scenario.product_142255,partner_90001,96,67.61,PD4-M-DIM-UP,92248,14,2,,EUR
scenario.supplierinfo_980,scenario.product_142096,partner_90001,96,34.92,"PD9-M-SDB-DE, weiss, IP65",92912,14,2,,EUR
scenario.supplierinfo_327,scenario.product_141228,partner_90001,96,20.37,AL4-130/W/OP/CE,80410,14,2,,EUR
scenario.supplierinfo_328,scenario.product_141229,partner_90001,96,22,"AL4-130, schwarz",80420,14,2,,EUR
scenario.supplierinfo_1073,scenario.product_141424,partner_90001,96,174309,LC-Click 200 / weiss,91002,14,2,PN/91004-SWISCTE,EUR
scenario.supplierinfo_586,scenario.product_141284,partner_90001,96,19.76,"ALC-B-360 SLU-weiss, weiss",91301,14,2,PN/91301-SWIS-CT,EUR
scenario.supplierinfo_1632,scenario.product_141285,partner_90001,96,19.47,ALC-B-360 SLU-schwarz / schwarz,91321,14,2,PN/92321-SWIS-CT,EUR
scenario.supplierinfo_965,scenario.product_141287,partner_90001,96,17.02,ALC/S,91324,14,2,,EUR
scenario.supplierinfo_991,scenario.product_141193,partner_90001,96,26.13,AL1-130-braun,91401,14,2,,EUR
scenario.supplierinfo_1056,scenario.product_141469,partner_90001,96,22.46,"FLC 150-200, weiss",91801,14,2,PN/91801-SWIS-HW,EUR
scenario.supplierinfo_1011,scenario.product_141470,partner_90001,96,22.46,FLC 150-200-schwarz,91821,14,2,PN/91821-SWIS-HW,EUR
scenario.supplierinfo_587,scenario.product_141427,partner_90001,96,23.83,FLC-500-200-schwarz,91822,14,2,PN/91823-SWIS-HW,EUR
scenario.supplierinfo_1021,scenario.product_141320,partner_90001,96,43.49,"AL2-RC-plus 230 SLU, weiss",92382,14,2,,EUR
scenario.supplierinfo_1081,scenario.product_141321,partner_90001,96,42.34,AL2-RC-plus 230 SLU / schwarz,92392,14,2,,EUR
scenario.supplierinfo_1085,scenario.product_141323,partner_90001,96,45.09,AL2-RC-plus 280 SLU / schwarz,92393,14,2,,EUR
scenario.supplierinfo_1084,scenario.product_141431,partner_90001,96,31.14,PD4-1C-AP,92144,14,2,PN/92145-SWI-M8,EUR
scenario.supplierinfo_974,scenario.product_141307,partner_90001,96,34.57,PD2-M-2C-AP / weiss,92150,14,2,PN/92150-SWI28CT,EUR
scenario.supplierinfo_1587,scenario.product_141382,partner_90001,96,28.95,PD2-S-AP,92152,14,2,PN/92152-SWI-M8,EUR
scenario.supplierinfo_1047,scenario.product_141452,partner_90001,96,47.63,PD2-M-DIM-AP/ weiss,92153,14,2,,EUR
scenario.supplierinfo_993,scenario.product_141451,partner_90001,96,44.74,PD2-M-DIM-UP,92157,14,2,,EUR
scenario.supplierinfo_550,scenario.product_141488,partner_90001,96,33.07,PD4-S-UP / weiss,92163,14,2,PN/92163-SWIS-CT,EUR
