id,product_tmpl_id/id,name/id,min_qty,price,product_name,product_code,delay,sequence,lastproduct_code,currency_id
scenario.supplierinfo_588,scenario.product_141704,partner_90000,1,34.39,PD3N-UP/W/360-BEG,92187,105,1,PN/92187-SWIS-M8,USD
scenario.supplierinfo_589,scenario.product_141705,partner_90000,1,30.23,PD3N/W/360/24VAC-DC/RR/CM,92515,105,1,,USD
scenario.supplierinfo_590,scenario.product_141706,partner_90000,1,46.68,PD2N 360 UP 1C M8 BEG 9010,94011,105,1,,USD
scenario.supplierinfo_591,scenario.product_141707,partner_90000,1,52.69,PD2N 360 UP 2C M8 BEG 9010,94021,105,1,,USD
scenario.supplierinfo_592,scenario.product_141708,partner_90000,1,36.01,PD2N-EN/SLA - BEG,94031,105,1,,USD
scenario.supplierinfo_869,scenario.product_141987,partner_90000,1,1.6,PD3N/WH/UP - COVER FRONT TEXT,PLA2202,105,1,,USD
scenario.supplierinfo_1,scenario.product_141231,partner_90000,1,12.6,MD2-130/W/NVR/CE,10245,105,1,,USD
scenario.supplierinfo_596,scenario.product_141712,partner_90000,1,46.62,PD2N-FP-M-1C-BEG,94010,105,1,PN/94010-SWIS-M8,USD
scenario.supplierinfo_597,scenario.product_141713,partner_90000,1,52.63,PD2N-FP-M-2C-BEG,94020,105,1,PN/94020-SWI-M8,USD
scenario.supplierinfo_594,scenario.product_141710,partner_90000,1,35.95,PD3N-FP/W/360/HCR-BEG,92197,105,1,PN/92197-SWI-M8,USD
scenario.supplierinfo_598,scenario.product_141714,partner_90000,1,36.01,PD2N-FP-SLA-BEG,94030,105,1,,USD
scenario.supplierinfo_316,scenario.product_141317,partner_90000,1,3.04,RC SUPRESSOR UNIT,10880,105,1,PN/10880-SWIS-CT,USD
scenario.supplierinfo_1585,scenario.product_142080,partner_90000,1,15.84,PD9/WH/2VR-SWI PINT POWER,92954,105,1,PN/92954-SWIS-CT,USD
scenario.supplierinfo_973,scenario.product_141986,partner_90000,1,0.53,PD9/SI-RING 9006 (FOR BLIND),PLA1714,105,1,,USD
scenario.supplierinfo_603,scenario.product_141719,partner_90000,1,36.69, L18/W/R180/SU-N/SWIS - KOMBI N,92648,105,1,PN/92648-SWI-M8,USD
scenario.supplierinfo_604,scenario.product_141720,partner_90000,1,27.09,Indoor 180 N Minuterie,65053,105,1,,USD
scenario.supplierinfo_605,scenario.product_141721,partner_90000,1,39.78,PD2 S 180 N Master 1C,65063,105,1,,USD
scenario.supplierinfo_539,scenario.product_141651,partner_90000,1,33.99,PD4-M/W/360/DUO-DIMM - BEG,94094,105,1,,USD
scenario.supplierinfo_540,scenario.product_141652,partner_90000,1,42.37,PD2 S MAX DE Master 1C/W,94014,105,1,,USD
scenario.supplierinfo_541,scenario.product_141653,partner_90000,1,37.18,PD4-M/W/360/SLAVE - BEG,94034,105,1,,USD
scenario.supplierinfo_543,scenario.product_141654,partner_90000,1,70.3,PD4-M/W/360/DUO - BEG,535937049,105,1,,USD
scenario.supplierinfo_585,scenario.product_141662,partner_90000,1,30.38,PD3-DE/W/360/ HCR MICRO,92184,105,1,,USD
scenario.supplierinfo_552,scenario.product_141649,partner_90000,1,27.14,PD4-DE/W/360/ HCR,92149,105,1,,USD
scenario.supplierinfo_1041,scenario.product_141663,partner_90000,1,59.97,PD2-FP-M/DALI/M8-BEG,92258,105,1,,USD
scenario.supplierinfo_554,scenario.product_141674,partner_90000,1,38.15,AL20/WH/280/LED-BEG AL20,91705,105,1,,USD
scenario.supplierinfo_555,scenario.product_141675,partner_90000,1,72.86,AL20/BL/280/LED-BEG AL20,91725,105,1,PN/91725-SWIS-CT,USD
scenario.supplierinfo_556,scenario.product_141677,partner_90000,1,30.3,AL20/WH/NM-BEG AL20 E27,91710,105,1,,USD
scenario.supplierinfo_557,scenario.product_141678,partner_90000,1,30.3,AL20/BL/NM-BEG AL20 E27,91730,105,1,,USD
scenario.supplierinfo_558,scenario.product_141672,partner_90000,1,4.29,CORNERBOX AL20/WHITE,92425,105,1,,USD
scenario.supplierinfo_559,scenario.product_141673,partner_90000,1,4.83,CORNERBOX AL20/BLACK,92418,105,1,,USD
scenario.supplierinfo_560,scenario.product_141680,partner_90000,1,33.94,L20/W/130-RC+130 PINT ZERO,97001,105,1,PN/97001-SWIS-M8,USD
scenario.supplierinfo_561,scenario.product_141681,partner_90000,1,33.94,L20/BL/130-RC-PLUS NEXT 130,97021,105,1,PN/97021-SWIS-M8,USD
scenario.supplierinfo_562,scenario.product_141682,partner_90000,1,33.94,L20/BR/130-RC-PLUS NEXT 130,97011,105,1,PN/97011-SWIS-M8,USD
scenario.supplierinfo_563,scenario.product_141683,partner_90000,1,42.36,L20/W/230-RC+230 PINT ZERO,97002,105,1,PN/97002-SWI-M8,USD
scenario.supplierinfo_564,scenario.product_141684,partner_90000,1,42.36,L20/BL/230-RC-PLUS NEXT 230,97022,105,1,PN/97022-SWIS-M8,USD
scenario.supplierinfo_565,scenario.product_141685,partner_90000,1,42.36,L20/BR/230-RC-PLUS NEXT 230,97012,105,1,PN/97012-SWIS-M8,USD
scenario.supplierinfo_566,scenario.product_141686,partner_90000,1,42.36,L20/SI/230-RC-PLUS NEXT 230,97042,105,1,PN/97042-SWIS-M8,USD
scenario.supplierinfo_567,scenario.product_141687,partner_90000,1,51.67,L20/W/280-RC-PLUS NEXT 280,97003,105,1,PN/97003-SWIS-M8,USD
scenario.supplierinfo_568,scenario.product_141688,partner_90000,1,51.67,L20/BL/280-RC-PLUS NEXT 280,97023,105,1,PN/97023-SWIS-M8,USD
scenario.supplierinfo_569,scenario.product_141689,partner_90000,1,51.67,L20/BR/280-RC-PLUS NEXT 280,97013,105,1,PN/97013-SWIS-M8,USD
scenario.supplierinfo_570,scenario.product_141690,partner_90000,1,1.45,L20/W- CORNER BOX,97004,105,1,PN/97004-SWIS-CT,USD
scenario.supplierinfo_571,scenario.product_141691,partner_90000,1,1.45,L20/BL- OUTSIDE CORNER BOX,97024,105,1,PN/97024-SWIS-CT,USD
scenario.supplierinfo_572,scenario.product_141692,partner_90000,1,1.45,L20/BR- OUTSIDE CORNER BOX,97014,105,1,,USD
scenario.supplierinfo_573,scenario.product_141693,partner_90000,1,1.29,L20/SI- OUTSIDE CORNER BOX,97043,105,1,,USD
scenario.supplierinfo_872,scenario.product_141990,partner_90000,1,1.21,PD3N-UP/SI-RING (FOR BLIND),65371,105,1,,USD
scenario.supplierinfo_610,scenario.product_141726,partner_90000,1,51.61,L18/W/R180/HCR TWO-WIRE SWITCHING UNIT SWISS,535910207,105,1,,USD
scenario.supplierinfo_611,scenario.product_141727,partner_90000,1,2.35,L18/WH-ADAPTER-SET EDIZIO,92769,105,1,,USD
scenario.supplierinfo_615,scenario.product_141742,partner_90000,1,1.99,L18/BL-ADAPTER-SET EDIZIO,92770,105,1,,USD
scenario.supplierinfo_616,scenario.product_141744,partner_90000,1,1.99,L18/DG-ADAPTER-SET EDIZIO,92771,105,1,,USD
scenario.supplierinfo_625,scenario.product_141753,partner_90000,1,1.99,L18/BR-ADAPTER-SET KALLYSTO,92779,105,1,,USD
scenario.supplierinfo_626,scenario.product_141754,partner_90000,1,1.99,L18/BE-ADAPTER-SET KALLYSTO,92780,105,1,,USD
scenario.supplierinfo_627,scenario.product_141755,partner_90000,1,1.99,L18/WH-ADAPTER-SET SOLFA,92781,105,1,,USD
scenario.supplierinfo_628,scenario.product_141756,partner_90000,1,1.99,"L18-ADAPTER-SET SOLFA, WHITE-SHINE",??,105,1,,USD
scenario.supplierinfo_629,scenario.product_141758,partner_90000,1,1.81,L18/WH-ADAPTER-SET SIDUS,92782,105,1,,USD
scenario.supplierinfo_631,scenario.product_141759,partner_90000,1,1.99,L18/DG-ADAPTER-SET SIDUS,92785,105,1,,USD
scenario.supplierinfo_632,scenario.product_141760,partner_90000,1,2.4,L18/SI-ADAPTER-SET SIDUS,92786,105,1,,USD
scenario.supplierinfo_634,scenario.product_141762,partner_90000,1,1.99,L18/WH-ADAPTER-SET RETRO,92783,105,1,PN/92783-SWIS-CT,USD
scenario.supplierinfo_635,scenario.product_141763,partner_90000,1,1.81,L18/BL-ADAPTER-SET RETRO,92784,105,1,,USD
scenario.supplierinfo_636,scenario.product_141764,partner_90000,1,6.6,L18/PD2/W - IP54 KIT BEG,92131,105,1,PN/92131-SWIS-CT,USD
scenario.supplierinfo_637,scenario.product_141765,partner_90000,1,7.74,L18/PD/SILVER - IP54 KIT BEG,92132,105,1,PN/92132-SWIS-CT,USD
scenario.supplierinfo_638,scenario.product_141766,partner_90000,1,6.83,L18/PD2/BL - IP54 KIT BEG,92133,105,1,PN/92133-SWIS-CT,USD
scenario.supplierinfo_639,scenario.product_141767,partner_90000,1,6.71,L18/W - AP-DOSE - BEG/SWIS,92635,105,1,PN/92635-SWIS-CT,USD
scenario.supplierinfo_640,scenario.product_141768,partner_90000,1,7.89,L18/SILVER-AP-DOSE/CE,92637,105,1,,USD
scenario.supplierinfo_641,scenario.product_141769,partner_90000,1,7.59,L18/BLACK-AP-DOSE/CE,92639,105,1,,USD
scenario.supplierinfo_681,scenario.product_141809,partner_90000,1,39.24,L18/W/R180/SU/SWISS-KOMBI BEG,92685,105,1,PN/92685-SWIS-CT,USD
scenario.supplierinfo_686,scenario.product_141814,partner_90000,1,31,L18/SC/SU/SWISS-BEG,92686,105,1,PN/92686-SWIS-CT,USD
scenario.supplierinfo_870,scenario.product_141988,partner_90000,1,1.21,PD3N-UP/BR-RING (FOR BLIND),65369,105,1,,USD
scenario.supplierinfo_856,scenario.product_141980,partner_90000,1,3.85,L20/W- INNER CORNER BOX,97005,105,1,PN/97005-SWIS-CT,USD
scenario.supplierinfo_857,scenario.product_141981,partner_90000,1,3.85,L20/BL- RC-PLUS NEXT INNER CORNER BOX,97025,105,1,,USD
scenario.supplierinfo_858,scenario.product_141982,partner_90000,1,3.85,L20/BR- INSIDE CORNER BOX,535998255,105,1,,USD
scenario.supplierinfo_859,scenario.product_141983,partner_90000,1,3.85,L20/SI- INSIDE CORNER BOX,535998285,105,1,,USD
scenario.supplierinfo_880,scenario.product_141998,partner_90000,1,1.38,PD2N/FP/WH COVER FRONT RING,PLA2500,105,1,,USD
scenario.supplierinfo_881,scenario.product_141999,partner_90000,1,1.21,PD3N-DE/BE-RING (FOR BLIND),65377,105,1,,USD
scenario.supplierinfo_882,scenario.product_142000,partner_90000,1,1.21,PD3N-DE/BE-RING (FOR BLIND),65378,105,1,,USD
scenario.supplierinfo_883,scenario.product_142001,partner_90000,1,1.21,PD3N-DE/SI-RING (FOR BLIND),65379,105,1,,USD
scenario.supplierinfo_911,scenario.product_142027,partner_90000,1,35.95,PD3 S 360 NME,65365,105,1,,USD
scenario.supplierinfo_990,scenario.product_142219,partner_90000,1,0.61,L18 IP54 SOCKET METAL PLATE,MET426,105,1,,USD
scenario.supplierinfo_1059,scenario.product_142249,partner_90000,1,59.97,"PD2-M-DALI/DSI-AP, weiss",92280,105,1,,USD
scenario.supplierinfo_1042,scenario.product_142250,partner_90000,1,53.58,PD9-M-DALI/DSI-DE,92980,105,1,,USD
scenario.supplierinfo_482,scenario.product_141597,partner_90000,1,41.42,PD2/M-AP-1C-BEG/SWISS,92550,105,1,PN/92550-SWI-M8,USD
scenario.supplierinfo_483,scenario.product_141598,partner_90000,1,42.65,PD2-UP-M-1C-BEG SWISS,92555,105,1,PN/92555-SWI-M8,USD
scenario.supplierinfo_484,scenario.product_141599,partner_90000,1,44.78,PD2/M-FP-1C - BEG SWISS,92565,105,1,PN/92565-SWI-M8,USD
scenario.supplierinfo_485,scenario.product_141600,partner_90000,1,42.76,LUXOMAT PD2 180 UP 1C BEG RAL9010,92595,105,1,,USD
scenario.supplierinfo_486,scenario.product_141601,partner_90000,1,49.32,PD4/M-UP-1C-BEG SWISS 9010,92575,105,1,PN/92575-SWI-M8,USD
scenario.supplierinfo_492,scenario.product_141606,partner_90000,1,30.38,PD9/WH/2VR/90/STM8 - BEG MINI,92920,105,1,PN/92920-SWIS-M8,USD
scenario.supplierinfo_500,scenario.product_141612,partner_90000,1,0.22,L15/W/BUSHING WITH SOFT CENTER,PLA 1324-00,105,1,,USD
scenario.supplierinfo_512,scenario.product_141624,partner_90000,1,2.34,SMALL RC-SUPPRESSOR UNIT-BEG,10882,105,1,,USD
scenario.supplierinfo_513,scenario.product_141625,partner_90000,1,7.33,"PD2-AGP/IP44 SOCKET, BLACK",,105,1,,USD
scenario.supplierinfo_514,scenario.product_141626,partner_90000,1,7.33,"PD2-AGP/IP44 SOCKET, BLACK",,105,1,,USD
scenario.supplierinfo_515,scenario.product_141627,partner_90000,1,7.33,"PD2-AGP/IP44 SOCKET, LIGHT-GREY",,105,1,,USD
scenario.supplierinfo_516,scenario.product_141628,partner_90000,1,1.21,PD3N-FP-BL-FRONT COV RING SET    FOR 92187,94003-SWISI-M8,105,1,,USD
scenario.supplierinfo_517,scenario.product_141629,partner_90000,1,1.21,PD3N-UP/DG-RING (FOR BLIND),65367,105,1,,USD
scenario.supplierinfo_518,scenario.product_141630,partner_90000,1,1.21,PD3N-UP/LG-RING (FOR BLIND),65368,105,1,,USD
scenario.supplierinfo_519,scenario.product_141631,partner_90000,1,1.21,PD4N-FP-BL-FRONT LEN+RING SET    FOR 92546,94004-SWISI-M8,105,1,,USD
scenario.supplierinfo_522,scenario.product_141634,partner_90000,1,1.21,PD2N-FP-BL-FRONT COV RING SET    FOR 94010,94002-SWISI-M8,105,1,,USD
scenario.supplierinfo_523,scenario.product_141635,partner_90000,1,1.21,PD3N-DE/DG-RING (FOR BLIND),65374,105,1,,USD
scenario.supplierinfo_524,scenario.product_141636,partner_90000,1,1.21,PD3N-DE/LG-RING (FOR BLIND),65375,105,1,,USD
scenario.supplierinfo_32,scenario.product_141228,partner_90000,1,33.4,MD4/W//O/130-AL4-130 SWISS  erst mitte Mai bestell,80410,105,1,,USD
scenario.supplierinfo_292,scenario.product_141229,partner_90000,1,24.19,AL4-130/BL/OP/CE,80420,105,1,,USD
scenario.supplierinfo_285,scenario.product_141424,partner_90000,1,23.16,MD11/W/200/HCR/PC - BEG LC-200,91004,105,1,PN/91004-SWISCTE,USD
scenario.supplierinfo_286,scenario.product_141425,partner_90000,1,23.16,MD11/BL/200-BEG LC 200 HCR,91024,105,1,PN/91024-SWIS-CT,USD
scenario.supplierinfo_125,scenario.product_141284,partner_90000,1,24.45,ALC 120/360 WH,91301,105,1,PN/91301-SWIS-CT,USD
scenario.supplierinfo_127,scenario.product_141286,partner_90000,1,13.66,ALC NM WH,91304,105,1,PN/91304-SWIS-CT,USD
scenario.supplierinfo_249,scenario.product_141385,partner_90000,1,3.72,MD12/W-BEG ALC CORNER MOUNT,91305,105,1,PN/91305-SWIS-CT,USD
scenario.supplierinfo_126,scenario.product_141285,partner_90000,1,24.45,MD12/BL/360 - BEG ALC 360 >PC<,91321,105,1,PN/92321-SWIS-CT,USD
scenario.supplierinfo_128,scenario.product_141287,partner_90000,1,13.66,ALC NM BL,91324,105,1,,USD
scenario.supplierinfo_250,scenario.product_141386,partner_90000,1,3.72,MD12/BL-BEG ALC CORNER MOUNT,91325,105,1,,USD
scenario.supplierinfo_37,scenario.product_141192,partner_90000,1,32.33,AL1-W/O-BEG AL1-130/6L,91400,105,1,PN/91400-SWIS-CT,USD
scenario.supplierinfo_38,scenario.product_141193,partner_90000,1,28.74,AL1-1/BR/TR/CE,91401,105,1,,USD
scenario.supplierinfo_183,scenario.product_141326,partner_90000,1,1.8,Bracket MD5/AL5/WHITE Ceiling Mounting,,105,1,,USD
scenario.supplierinfo_184,scenario.product_141327,partner_90000,1,1.8,Bracket MD5/AL5/BLACK Ceiling Mounting,,105,1,,USD
scenario.supplierinfo_448,scenario.product_141568,partner_90000,1,1.8,"SPECIAL BRACKET FOR MOUNTING AL5 RC-PLUS, WHITE",MET324,105,1,,USD
scenario.supplierinfo_449,scenario.product_141569,partner_90000,1,1.8,"SPECIAL BRACKET FOR MOUNTING AL5 RC-PLUS, BLACK",MET323,105,1,,USD
scenario.supplierinfo_345,scenario.product_141469,partner_90000,1,27.78,FL+MD14/W/150W/200/HCR-BEG FLC,91801,105,1,PN/91801-SWIS-HW,USD
scenario.supplierinfo_287,scenario.product_141426,partner_90000,1,32.64,FLC/WH/500W/200/HCR/PC-BEGFL02,91803,105,1,PN/91803-SWIS-HW,USD
scenario.supplierinfo_346,scenario.product_141470,partner_90000,1,27.78,FL+MD14/BL/150W/200/HCR-BEG FLC,91821,105,1,PN/91821-SWIS-HW,USD
scenario.supplierinfo_288,scenario.product_141427,partner_90000,1,32.64,FL+MD14/BL/500W/200 HCR,91823,105,1,PN/91823-SWIS-HW,USD
scenario.supplierinfo_43,scenario.product_141266,partner_90000,1,6.53,L16-IRRC - REMOTE CONTROL,92000,105,1,PN/92000-SWIS-CT,USD
scenario.supplierinfo_143,scenario.product_141267,partner_90000,1,27.61,L16/W/130 - RC-PLUS 130/W (V3.0),92001,105,1,,USD
scenario.supplierinfo_144,scenario.product_141268,partner_90000,1,34.95,L16/W/230 - RC-PLUS 230/W (V3.0),92002,105,1,,USD
scenario.supplierinfo_145,scenario.product_141269,partner_90000,1,42.33,L16/W/270 - RC-PLUS 270/W (V3.0),92003,105,1,,USD
scenario.supplierinfo_146,scenario.product_141279,partner_90000,1,0.96,L16-Cornerbox white,92004,105,1,,USD
scenario.supplierinfo_168,scenario.product_141318,partner_90000,1,33.12,AL2-L16/WH/130/CE (V3.0),92006,105,1,,USD
scenario.supplierinfo_170,scenario.product_141320,partner_90000,1,40.93,AL-2-L16/RC-PLUS/230/WH/CE (V3.0),92007,105,1,,USD
scenario.supplierinfo_172,scenario.product_141322,partner_90000,1,55.78,AL-2-L16/RC-PLUS/270/WH/CE (V3.0),92008,105,1,,USD
scenario.supplierinfo_175,scenario.product_141324,partner_90000,1,23.46,AL2-L15/WH/NM/CE,92009,105,1,,USD
scenario.supplierinfo_109,scenario.product_141274,partner_90000,1,27.61,L16/BR/130 - RC-PLUS 130/BR (V3.0),92011,105,1,,USD
scenario.supplierinfo_147,scenario.product_141275,partner_90000,1,34.95,L16/BR/230 - RC-PLUS 230/BR (V3.0),92012,105,1,,USD
scenario.supplierinfo_148,scenario.product_141276,partner_90000,1,42.33,L16/BR/270 - RC-PLUS 270/BR (V3.0),92013,105,1,,USD
scenario.supplierinfo_149,scenario.product_141280,partner_90000,1,1.08,L16-Cornerbox brown,92014,105,1,,USD
scenario.supplierinfo_47,scenario.product_141270,partner_90000,1,27.61,L16/BL/130 - RC-PLUS 130/BL (V3.0),92021,105,1,,USD
scenario.supplierinfo_48,scenario.product_141271,partner_90000,1,34.95,L16/BL/230 - RC-PLUS 230/BL (V3.0),92022,105,1,,USD
scenario.supplierinfo_150,scenario.product_141272,partner_90000,1,42.33,L16/BL/270 - RC-PLUS 270/BL (V3.0),92023,105,1,,USD
scenario.supplierinfo_151,scenario.product_141281,partner_90000,1,1.08,L16-Cornerbox black,92024,105,1,,USD
scenario.supplierinfo_169,scenario.product_141319,partner_90000,1,33.12,AL2-L16/BL/130/CE (V3.0),92026,105,1,,USD
scenario.supplierinfo_171,scenario.product_141321,partner_90000,1,40.93,AL2-L16/BL/230/CE (V3.0),92027,105,1,,USD
scenario.supplierinfo_173,scenario.product_141323,partner_90000,1,55.78,AL2-L16/BL/270/CE (V3.0),92028,105,1,,USD
scenario.supplierinfo_176,scenario.product_141325,partner_90000,1,23.46,AL2-L15/BL/NM/CE,92029,105,1,,USD
scenario.supplierinfo_337,scenario.product_141462,partner_90000,1,44.16,L16/W/230/433/230VAC - BEG,92060,105,1,,USD
scenario.supplierinfo_338,scenario.product_141463,partner_90000,1,42.62,L16/W/230/433/BAT - BEG,92061,105,1,,USD
scenario.supplierinfo_342,scenario.product_141467,partner_90000,1,34.95,HTX1/W/433/BAT - BEG FLEXI-TAST,535959021,105,1,,USD
scenario.supplierinfo_272,scenario.product_141409,partner_90000,1,5.24,L16-IRRC MINI BEG,92090,105,1,,USD
scenario.supplierinfo_119,scenario.product_141278,partner_90000,1,0.74,L16-IRRC-WALLHANGER,92100,105,1,,USD
scenario.supplierinfo_457,scenario.product_141573,partner_90000,1,7.33,PD2-APG/IP44 SOCKET-BEG,92120,105,1,PN/92120-SWIS-CT,USD
scenario.supplierinfo_296,scenario.product_141434,partner_90000,1,6.6,L18/PD/W - IP54 KIT BEG,535991005,105,1,,USD
scenario.supplierinfo_378,scenario.product_141501,partner_90000,1,7.74,L18/PD/SILVER - IP54 KIT BEG,535991015,105,1,,USD
scenario.supplierinfo_297,scenario.product_141435,partner_90000,1,30.98,PD2-UP/W/180/SLAVE - BEG,535931505,105,1,,USD
scenario.supplierinfo_298,scenario.product_141436,partner_90000,1,41.81,PD2-UP/W/180/MASTER - BEG,535931005,105,1,,USD
scenario.supplierinfo_323,scenario.product_141454,partner_90000,1,45.93,PD2-UP/W/180/DIM/MASTER - BEG,,105,1,,USD
scenario.supplierinfo_293,scenario.product_141431,partner_90000,1,34.67,PD4-AP/W/360 - BEG HCR (PD3),92145,105,1,PN/92145-SWI-M8,USD
scenario.supplierinfo_363,scenario.product_141486,partner_90000,1,37.24,PD4-UP-1C-BEG (PD3) HCR,92146,105,1,PN/92146-SWI-M8,USD
scenario.supplierinfo_135,scenario.product_141307,partner_90000,1,46.29,PD2/W/360/MA/HA6S1-BEG,92150,105,1,PN/92150-SWI28CT,USD
scenario.supplierinfo_245,scenario.product_141382,partner_90000,1,30.36,PD2-AP/SLA-BEG,92152,105,1,PN/92152-SWI-M8,USD
scenario.supplierinfo_321,scenario.product_141452,partner_90000,1,45.4,PD2-AP/W/360/DIM/MASTER - BEG,92153,105,1,,USD
scenario.supplierinfo_326,scenario.product_141457,partner_90000,1,35.01,PD2/M/24VAC-DC/3A/AP,,105,1,,USD
scenario.supplierinfo_247,scenario.product_141383,partner_90000,1,44.03,PD2-2/W/360/MASTER - BEG,92155,105,1,PN/92155-SWI28-CT,USD
scenario.supplierinfo_248,scenario.product_141384,partner_90000,1,31.62,PD2-EN/SLA - BEG,92156,105,1,PN/92156-SWI-M8,USD
scenario.supplierinfo_315,scenario.product_141451,partner_90000,1,40.42,PD2-UP/W/360/DIM/MASTER - BEG,92157,105,1,,USD
scenario.supplierinfo_275,scenario.product_141413,partner_90000,1,5.24,L16-IRPD MINI,92159,105,1,PN/92159-SWIS-CT,USD
scenario.supplierinfo_136,scenario.product_141308,partner_90000,1,6.53,PD2-IRRC - REMOTE CONTROL,92160,105,1,,USD
scenario.supplierinfo_137,scenario.product_141309,partner_90000,1,4.48,PD2/W - IP54 SOCKET  BEG,92161,105,1,PN/92161-SWIS-CT,USD
scenario.supplierinfo_384,scenario.product_141488,partner_90000,1,40.91,PD4-2/SL/UP-BEG SWISS,92163,105,1,PN/92163-SWIS-CT,USD
scenario.supplierinfo_332,scenario.product_141461,partner_90000,1,43.63,PD2/M/24VAC-DC/3A/DE,,105,1,,USD
scenario.supplierinfo_261,scenario.product_141400,partner_90000,1,46.49,PD2-2M/W/360/MA - BEG,92165,105,1,PN/92165-SWI28CT,USD
scenario.supplierinfo_262,scenario.product_141401,partner_90000,1,34.08,PD2-2M/W/360/SLAVE-BEG,92166,105,1,PN/92166-SWI-M8,USD
scenario.supplierinfo_322,scenario.product_141453,partner_90000,1,53.58,PD2-DE/W/360/DIM/MASTER - BEG,92167,105,1,,USD
scenario.supplierinfo_369,scenario.product_141492,partner_90000,1,4.69,PD1/W-AP/IP54 SOCKET BEG,92171,105,1,PN/92171-SWIS-CT,USD
scenario.supplierinfo_312,scenario.product_141448,partner_90000,1,26.88,PD3/W/360/CM-BEG HCR,92187,105,1,,USD
scenario.supplierinfo_255,scenario.product_141394,partner_90000,1,26.36,PD3/W/360-BEG HCR,92193,105,1,PN/92193-SWIM8,USD
scenario.supplierinfo_307,scenario.product_141443,partner_90000,1,1.38,PD3 - CM ACCESSORY,92191,105,1,,USD
scenario.supplierinfo_331,scenario.product_141460,partner_90000,1,30.38,PD3-DE/W/360/ HCR,92197,105,1,PN/92197-SWI-M8,USD
scenario.supplierinfo_271,scenario.product_141408,partner_90000,1,7.21,PD1-2-3/W WIREFRAME BASKET,92199,105,1,,USD
scenario.supplierinfo_386,scenario.product_141489,partner_90000,1,66.55,PD4-CM/W/360/DUO - BEG,92252,105,1,,USD
scenario.supplierinfo_385,scenario.product_141487,partner_90000,1,57.32,PD4-2/W/360/M/M8-PD2-MAX-UP-MASTER,92255,105,1,PN/92255-SWI-M8,USD
scenario.supplierinfo_387,scenario.product_141507,partner_90000,1,70.56,PD4-CM/W/360/DUO-DIMM - BEG,535931110,105,1,,USD
scenario.supplierinfo_352,scenario.product_141476,partner_90000,1,47,PD2-24V-2RR-AP-BEG,92305,105,1,PN/92305-SWIS-CT,USD
scenario.supplierinfo_351,scenario.product_141475,partner_90000,1,52.02,PD2-M-2RR_11-24-48V-FP-BEG,92306,105,1,PN/92306-SWI-M8,USD
scenario.supplierinfo_324,scenario.product_141455,partner_90000,1,1.23,LR1 CLIP,535998400,105,1,,USD
scenario.supplierinfo_871,scenario.product_141989,partner_90000,1,1.21,PD3N-UP/BE-RING (FOR BLIND),65370,105,1,,USD
scenario.supplierinfo_80,scenario.product_141131,partner_90000,1,11.93,CDS-R-LP-16A-BEG BOX,92365,105,1,PN/92365-SWIS-CT,USD
scenario.supplierinfo_273,scenario.product_141410,partner_90000,1,31.97,L16-CDS/W - LUXOMAT CDS-T,92367,105,1,PN/92367-SWIS-CT,USD
scenario.supplierinfo_84,scenario.product_141194,partner_90000,1,5.31,AL2-L15/W/CE,92373,105,1,,USD
scenario.supplierinfo_154,scenario.product_141132,partner_90000,1,18.01,FL/L15-AL5/W-HWFL02 RC-PLUS,92400,105,1,PN/92400-SWIS-HW,USD
scenario.supplierinfo_155,scenario.product_141133,partner_90000,1,18.01,FL/L15-AL5/BL-HWFL02 RC-PLUS,92401,105,1,PN/92401-SWIS-HW,USD
scenario.supplierinfo_93,scenario.product_141195,partner_90000,1,5.31,AL2-L15/BL/CE,92414,105,1,,USD
scenario.supplierinfo_441,scenario.product_141560,partner_90000,1,33.03,PD3-2/W/24V/RR - BEG,92515,105,1,PN/92515-SWIS-CT,USD
scenario.supplierinfo_330,scenario.product_141459,partner_90000,1,6.1,L18/W-AP-DOSE/CE,535992505,105,1,,USD
scenario.supplierinfo_379,scenario.product_141502,partner_90000,1,6.1,L18/SILVER-AP-DOSE/CE,535992515,105,1,,USD
scenario.supplierinfo_329,scenario.product_141458,partner_90000,1,34.34,L18/W/R180/HCR SWISS-INDOOR,92643,105,1,,USD
scenario.supplierinfo_367,scenario.product_141490,partner_90000,1,43.63,PD2-UP/W/180/24V-2RR - BEG,92645,105,1,,USD
scenario.supplierinfo_362,scenario.product_141485,partner_90000,1,27.35,L18/W/180 STAIRCASE/ SWISS,92650,105,1,,USD
scenario.supplierinfo_445,scenario.product_141565,partner_90000,1,3.72,L18/BLS-FRAME-SWIS S-9000-N,535992059,105,1,,USD
scenario.supplierinfo_446,scenario.product_141566,partner_90000,1,3.72,L18/DGS-FRAME-SWIS S-6500-N,535992049,105,1,,USD
scenario.supplierinfo_447,scenario.product_141567,partner_90000,1,3.72,L18/LGS-FRAME-SWIS S-2500-N,535992039,105,1,,USD
scenario.supplierinfo_893,scenario.product_142010,partner_90000,1,33.03,PD2N-UP/M/12-48V/RR/HA6S1-BEG,94041,105,1,,USD
scenario.supplierinfo_895,scenario.product_142012,partner_90000,1,53.58,"PD2N-UP/M-DALI/DSI-AP, weiss",94061,105,1,,USD
scenario.supplierinfo_344,scenario.product_141468,partner_90000,1,37.26,PD2-BAT/W/433 - BEG,535951321,105,1,,USD
